code,name_fi,name_en,name_se,valid_start_date,valid_end_date,name_en_source
S43.0,Olkanivelen sijoiltaanmeno,Dislocation of shoulder joint,Luxation i skulderled,1900-01-01,2020-12-31,THL
S43.1,Olkalisäke-solisluunivelen sijoiltaanmeno,Dislocation of acromioclavicular joint,Luxation i akromioklavikularled,1900-01-01,2020-12-31,THL
S43.2,Rintalasta-solisluunivelen sijoiltaanmeno,Dislocation of sternoclavicular joint,Luxation i sternoklavikularled,1900-01-01,2020-12-31,THL
S43.3,Muiden tai määrittämättömien hartianseudun osien sijoiltaanmeno,Dislocation of other and unspecified parts of shoulder girdle,Luxation i annan och icke specificerad del i skuldergördeln,1900-01-01,2020-12-31,THL
S43.4,Olkanivelen nyrjähdys tai venähdys,Sprain and strain of shoulder joint,Distorsion i skulderled,1900-01-01,2020-12-31,THL
S43.5,Olkalisäke-solisluunivelen nyrjähdys tai venähdys,Sprain and strain of acromioclavicular joint,Distorsion i akromioklavikularled,1900-01-01,2020-12-31,THL
S43.6,Rintalasta-solisluunivelen nyrjähdys tai venähdys,Sprain and strain of sternoclavicular joint,Distorsion i sternoklavikularled,1900-01-01,2020-12-31,THL
S43.7,Muun tai määrittämättömän hartianseudun osan nyrjähdys tai venähdys,Sprain and strain of other and unspecified parts of shoulder girdle,Distorsion i annan eller icke specificerad del av skuldergördeln,1900-01-01,2020-12-31,THL
S44,Hartianseudun ja olkavarren hermovammat,Injury of nerves at shoulder and upper arm level,Skada på nerver i skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S44.0,Kyynärhermon vamma olkavarren alueella,Injury of ulnar nerve at upper arm level,Skada på nervus ulnaris på överarmsnivå,1900-01-01,2020-12-31,THL
S44.1,Keskihermon vamma olkavarren alueella,Injury of median nerve at upper arm level,Skada på nervus medianus på överarmsnivå,1900-01-01,2020-12-31,THL
S44.2,Värttinähermon vamma olkavarren alueella,Injury of radial nerve at upper arm level,Skada på nervus radialis på överarmsnivå,1900-01-01,2020-12-31,THL
S44.3,Kainalohermon vamma,Injury of axillary nerve,Skada på nervus axillaris,1900-01-01,2020-12-31,THL
S44.4,Lihas-ihohermon vamma,Injury of musculocutaneous nerve,Skada på nervus musculocutaneus,1900-01-01,2020-12-31,THL
S44.5,Ihon tuntohermon vamma hartianseudun ja/tai olkavarren alueella,Injury of cutaneous sensory nerve at shoulder and upper arm level,Skada på sensorisk hudnerv på skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S44.7,Useiden hermojen vamma hartianseudun ja/tai olkavarren alueella,Injury of multiple nerves at shoulder and upper arm level,Skada på multipla nerver på skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S44.8,Muun hermon vamma hartianseudun tai olkavarren alueella,Injury of other nerves at shoulder and upper arm level,Skada på annan specificerad nerv på skulder- eller överarmsnivå,1900-01-01,2020-12-31,THL
S44.9,Määrittämättömän hermon vamma hartianseudun ja/tai olkavarren alueella,Injury of unspecified nerve at shoulder and upper arm level,Skada på icke specificerad nerv på skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S45,Hartianseudun ja olkavarren verisuonivammat,Injury of blood vessels at shoulder and upper arm level,Skada på blodkärl på skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S45.0,Kainalovaltimon vamma,Injury of axillary artery,Skada på arteria axillaris,1900-01-01,2020-12-31,THL
S45.1,Olkavarsivaltimon vamma,Injury of brachial artery,Skada på arteria brachialis,1900-01-01,2020-12-31,THL
S45.2,Kainalolaskimon tai olkavarsilaskimon vamma,Injury of axillary or brachial vein,Skada på vena axillaris eller brachialis,1900-01-01,2020-12-31,THL
S45.3,Pinnallisen laskimon vamma hartianseudun ja/tai olkavarren alueella,Injury of superficial vein at shoulder and upper arm level,Skada på ytlig ven på skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S45.7,Useiden verisuonien vamma hartianseudun ja/tai olkavarren alueella,Injury of multiple blood vessels at shoulder and upper arm level,Skada på multipla blodkärl på skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S45.8,Muun verisuonen vamma hartianseudun tai olkavarren alueella,Injury of other blood vessels at shoulder and upper arm level,Skada på annat specificerat blodkärl på skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S45.9,Määrittämättömän verisuonen vamma hartianseudun ja/tai olkavarren alueella,Injury of unspecified blood vessel at shoulder and upper arm level,Skada på icke specificerat blodkärl på skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S46,Hartianseudun ja olkavarren lihas- ja/tai jännevammat,Injury of muscle and tendon at shoulder and upper arm level,Skador på muskler och senor på skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S46.0,Kiertäjäkalvosimeen (rotator cuff) kuuluvan jänteen vamma olkapäässä,Injury of tendon of the rotator cuff of shoulder,Skada på sena i rotationskapsel (rotator cuff) i skulderled,1900-01-01,2020-12-31,THL
S46.1,Hauislihaksen pitkän pään lihas- tai jännevamma,Injury of muscle and tendon of long head of biceps,Skada på muskel och sena tillhörande biceps långa huvud,1900-01-01,2020-12-31,THL
S46.2,Hauislihaksen muun osan lihas- tai jännevamma,Injury of muscle and tendon of other parts of biceps,Skada på muskel och sena i annan del av biceps,1900-01-01,2020-12-31,THL
S46.3,Kolmipäisen olkalihaksen lihas- tai jännevamma,Injury of muscle and tendon of triceps,Skada på muskel eller sena tillhörande triceps,1900-01-01,2020-12-31,THL
S46.7,Useiden hartianseudun ja/tai olkavarren lihasten ja/tai jänteiden vamma,Injury of multiple muscles and tendons at shoulder and upper arm level,Skada på multipla muskler och senor på skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S46.8,Muun hartianseudun tai olkavarren lihaksen tai jänteen vamma,Injury of other muscles and tendons at shoulder and upper arm level,Skada på annan specificerad muskel eller sena på skulder- och överarmsnivå,1900-01-01,2020-12-31,THL
S46.9,Määrittämätön hartianseudun tai olkavarren lihas- tai jännevamma,Injury of unspecified muscle and tendon at shoulder and upper arm level,Skada på icke specificerad muskel eller sena på skulder- eller överarmsnivå,1900-01-01,2020-12-31,THL
S47,Hartianseudun tai olkavarren murskavamma,Crushing injury of shoulder and upper arm,Klämskada på skuldra eller överarm,1900-01-01,2020-12-31,THL
S48,Hartianseudun tai olkavarren amputoituminen,Traumatic amputation of shoulder and upper arm,Traumatisk amputation av skuldra och överarm,1900-01-01,2020-12-31,THL
S48.0,Yläraajan amputoituminen olkanivelestä,Traumatic amputation at shoulder joint,Traumatisk amputation vid skulderled,1900-01-01,2020-12-31,THL
S48.1,Yläraajan amputoituminen olkanivelen ja kyynärpään väliltä,Traumatic amputation at level between shoulder and elbow,Traumatisk amputation på nivå mellan skulderled och armbåge,1900-01-01,2020-12-31,THL
S48.9,Tasoltaan määrittämätön hartianseudun tai olkavarren amputoituminen,"Traumatic amputation of shoulder and upper arm, level unspecified","Traumatisk amputation av skuldra och överarm, nivå ej specificerad",1900-01-01,2020-12-31,THL
S49,Muut tai määrittämättömät hartianseudun tai olkavarren vammat,Other and unspecified injuries of shoulder and upper arm,Andra och icke specificerade skador på skuldra och överarm,1900-01-01,2020-12-31,THL
S49.7,Useat hartianseudun tai olkavarren vammat,Multiple injuries of shoulder and upper arm,Multipla skador på skuldra och överarm,1900-01-01,2020-12-31,THL
S49.8,Muu hartianseudun ja olkavarren vamma,Other specified injuries of shoulder and upper arm,Annan specificerad skada på skuldra och överarm,1900-01-01,2020-12-31,THL
S49.9,Määrittämätön hartianseudun ja olkavarren vamma,Unspecified injury of shoulder and upper arm,Icke specificerad skada på skuldra och överarm,1900-01-01,2020-12-31,THL
S50-S59,Kyynärnivelen seudun ja kyynärvarren vammat,Injuries to the elbow and forearm,Skador på armbåge och underarm,1900-01-01,2020-12-31,THL
S50,Kyynärvarren pinnallinen vamma,Superficial injury of forearm,Ytlig skada på underarm,1900-01-01,2020-12-31,THL
S50.0,Kyynärpään ruhje,Contusion of elbow,Krosskada på armbåge,1900-01-01,2020-12-31,THL
S50.1,Muun tai määrittämättömän kyynärvarren osan ruhje,Contusion of other and unspecified parts of forearm,Krosskada på annan och icke specificerad del av underarm,1900-01-01,2020-12-31,THL
S50.7,Useat kyynärvarren pinnalliset vammat,Multiple superficial injuries of forearm,Multipla ytliga skador på underarm,1900-01-01,2020-12-31,THL
S50.8,Muu kyynärvarren pinnallinen vamma,Other superficial injuries of forearm,Annan specificerad ytlig skada på underarm,1900-01-01,2020-12-31,THL
S50.9,Määrittämätön kyynärvarren pinnallinen vamma,"Superficial injury of forearm, unspecified",Icke specificerad ytlig skada på underarm,1900-01-01,2020-12-31,THL
S51,Kyynärvarren haava,Open wound of forearm,Sårskada på underarm,1900-01-01,2020-12-31,THL
S51.0,Kyynärpään haava,Open wound of elbow,Sårskada på armbåge,1900-01-01,2020-12-31,THL
S51.7,Useat kyynärvarren haavat,Multiple open wounds of forearm,Multipla sårskador på underarm,1900-01-01,2020-12-31,THL
S51.8,Kyynärvarren muun osan haava,Open wound of other parts of forearm,Sårskada på annan del av underarm,1900-01-01,2020-12-31,THL
S51.9,Määrittämättömän kyynärvarren osan haava,"Open wound of forearm, part unspecified",Sårskada på underarm med icke specificerad lokalisation,1900-01-01,2020-12-31,THL
S52,Kyynärvarren murtuma,Fracture of forearm,Fraktur på underarm,1900-01-01,2020-12-31,THL
S52.0,Kyynärluun yläosan murtuma,Fracture of upper end of ulna,Fraktur på övre delen av ulna,1900-01-01,2020-12-31,THL
S52.1,Värttinäluun yläosan murtuma,Fracture of upper end of radius,Fraktur på övre delen av radius,1900-01-01,2020-12-31,THL
S52.2,Kyynärluun varren murtuma,Fracture of shaft of ulna,Fraktur på ulnaskaftet,1900-01-01,2020-12-31,THL
S52.3,Värttinäluun varren murtuma,Fracture of shaft of radius,Fraktur på radiusskaftet,1900-01-01,2020-12-31,THL
S52.4,Kyynärluun ja värttinäluun varren murtuma,Fracture of shafts of both ulna and radius,Fraktur på skaften av både ulna och radius,1900-01-01,2020-12-31,THL
S52.5,Värttinäluun alaosan murtuma,Fracture of lower end of radius,Fraktur på nedre delen av radius,1900-01-01,2020-12-31,THL
S52.6,Kyynärluun ja värttinäluun alaosan murtuma,Fracture of lower end of both ulna and radius,Fraktur på nedre delen av både ulna och radius,1900-01-01,2020-12-31,THL
S52.7,Useat kyynärvarren murtumat,Multiple fractures of forearm,Multipla frakturer på underarm,1900-01-01,2020-12-31,THL
S52.8,Kyynärvarren muun osan murtuma,Fracture of other parts of forearm,Fraktur på annan del av underarm,1900-01-01,2020-12-31,THL
S52.9,Määrittämätön kyynärvarren murtuma,"Fracture of forearm, part unspecified",Fraktur på underarm med icke specificerad lokalisation,1900-01-01,2020-12-31,THL
S53,"Kyynärnivelen seudun nivelten tai siteiden sijoiltaanmeno, nyrjähdys tai venähdys","Dislocation, sprain and strain of joints and ligaments of elbow",Luxation eller distorsion i armbågens leder eller ligament,1900-01-01,2020-12-31,THL
S53.00,Värttinäluun pään osittainen sijoiltaanmeno,Subluxation of radial head,Subluxation av radiushuvudet,1900-01-01,2020-12-31,THL
S53.01,Värttinäluun pään sijoiltaanmeno,Dislocation of radial head,Luxation av radiushuvudet,1900-01-01,2020-12-31,THL
S53.1,Tarkemmin määrittämätön kyynärnivelen sijoiltaanmeno,"Dislocation of elbow, unspecified",Icke specificerad luxation i armbåge,1900-01-01,2020-12-31,THL
S53.2,Kyynärnivelen värttinäluunpuoleisen sivusiteen traumaattinen repeämä,Traumatic rupture of radial collateral ligament,Traumatisk ruptur av radiala kollateralligamentet,1900-01-01,2020-12-31,THL
S53.3,Kyynärnivelen kyynärluunpuoleisen sivusiteen traumaattinen repeämä,Traumatic rupture of ulnar collateral ligament,Traumatisk ruptur av ulnara kollateralligamentet,1900-01-01,2020-12-31,THL
S53.4,Kyynärnivelen alueen nyrjähdys tai venähdys,Sprain and strain of elbow,Distorsion i armbågen,1900-01-01,2020-12-31,THL
S54,Kyynärvarren alueen hermovammat,Injury of nerves at forearm level,Skada på nerver på underarmsnivå,1900-01-01,2020-12-31,THL
S54.0,Kyynärhermon vamma kyynärvarren alueella,Injury of ulnar nerve at forearm level,Skada på nervus ulnaris på underarmsnivå,1900-01-01,2020-12-31,THL
S54.1,Keskihermon vamma kyynärvarren alueella,Injury of median nerve at forearm level,Skada på nervus medianus på underarmsnivå,1900-01-01,2020-12-31,THL
S54.2,Värttinähermon vamma kyynärvarren alueella,Injury of radial nerve at forearm level,Skada på nervus radialis på underarmsnivå,1900-01-01,2020-12-31,THL
S54.3,Ihon tuntohermon vamma kyynärvarren alueella,Injury of cutaneous sensory nerve at forearm level,Skada på sensorisk hudnerv på underarmsnivå,1900-01-01,2020-12-31,THL
S54.7,Useiden hermojen vamma kyynärvarren alueella,Injury of multiple nerves at forearm level,Skada på multipla nerver på underarmsnivå,1900-01-01,2020-12-31,THL
S54.8,Muun hermon vamma kyynärvarren alueella,Injury of other nerves at forearm level,Skada på annan specificerad nerv på underarmsnivå,1900-01-01,2020-12-31,THL
S54.9,Määrittämättömän hermon vamma kyynärvarren alueella,Injury of unspecified nerve at forearm level,Skada på icke specificerad nerv på underarmsnivå,1900-01-01,2020-12-31,THL
S55,Kyynärvarren alueen verisuonivammat,Injury of blood vessels at forearm level,Skada på blodkärl på underarmsnivå,1900-01-01,2020-12-31,THL
S55.0,Kyynärvaltimon vamma kyynärvarren alueella,Injury of ulnar artery at forearm level,Skada på arteria ulnaris på underarmsnivå,1900-01-01,2020-12-31,THL
S55.1,Värttinävaltimon vamma kyynärvarren alueella,Injury of radial artery at forearm level,Skada på arteria radialis på underarmsnivå,1900-01-01,2020-12-31,THL
S55.2,Laskimon vamma kyynärvarren alueella,Injury of vein at forearm level,Skada på ven på underarmsnivå,1900-01-01,2020-12-31,THL
S55.7,Useiden verisuonien vamma kyynärvarren alueella,Injury of multiple blood vessels at forearm level,Skada på multipla blodkärl på underarmsnivå,1900-01-01,2020-12-31,THL
S55.8,Muun verisuonen vamma kyynärvarren alueella,Injury of other blood vessels at forearm level,Skada på annan specificerad blodkärl på underarmsnivå,1900-01-01,2020-12-31,THL
S55.9,Määrittämättömän verisuonen vamma kyynärvarren alueella,Injury of unspecified blood vessel at forearm level,Skada på icke specificerat blodkärl på underarmsnivå,1900-01-01,2020-12-31,THL
S56,Kyynärvarren lihas- ja/tai jännevamma,Injury of muscle and tendon at forearm level,Skada på muskel och sena på underarmsnivå,1900-01-01,2020-12-31,THL
S56.0,Peukalon pitkän koukistajalihaksen ja/tai sen jänteen vamma kyynärvarren alueella,Injury of flexor muscle and tendon of thumb at forearm level,Skada på tummens böjmuskel och dess sena på underarmsnivå,1900-01-01,2020-12-31,THL
S56.1,Muun sormen syvän pinnallisen koukistajalihaksen tai -jänteen vamma kyynärvarren alueella,Injury of long flexor muscle and tendon of other finger(s) at forearm level,Skada på övriga fingrars böjmuskel eller dess sena på underarmsnivå,1900-01-01,2020-12-31,THL
S56.2,Muun koukistajalihaksen tai -jänteen vamma kyynärvarren alueella,Injury of other flexor muscle and tendon at forearm level,Skada på annan böjmuskel eller dess sena på underarmsnivå,1900-01-01,2020-12-31,THL
S56.3,Peukalon ojentaja- ja/tai loitontajalihasten [jänteiden] vamma kyynärvarren alueella,Injury of extensor or abductor muscles and tendons of thumb at forearm level,Skada på tummens sträck- eller abduktormuskler och deras senor på underarmsnivå,1900-01-01,2020-12-31,THL
S56.4,Muun sormen ojentajalihaksen tai sen jänteen vamma kyynärvarren alueella,Injury of extensor muscle and tendon of other finger(s) at forearm level,Skada på övriga fingrars sträckmuskel eller dess sena på underarmsnivå,1900-01-01,2020-12-31,THL
S56.5,Muun ojentajalihaksen tai ojentajalihasjänteen vamma kyynärvarren alueella,Injury of other extensor muscle and tendon at forearm level,Skada på annan extensormuskel och dess sena på underarmsnivå,1900-01-01,2020-12-31,THL
S56.7,Useiden lihasten ja/tai jänteiden vamma kyynärvarren alueella,Injury of multiple muscles and tendons at forearm level,Skada på multipla muskler och senor på underarmsnivå,1900-01-01,2020-12-31,THL
S56.8,Muun tai määrittämättömän lihaksen tai jänteen vamma kyynärvarren alueella,Injury of other and unspecified muscles and tendons at forearm level,Skada på annan eller icke specificerad muskel eller sena på underarmsnivå,1900-01-01,2020-12-31,THL
S57,Kyynärvarren murskavamma,Crushing injury of forearm,Klämskada på underarm,1900-01-01,2020-12-31,THL
S57.0,Kyynärpään murskavamma,Crushing injury of elbow,Klämskada på armbåge,1900-01-01,2020-12-31,THL
S57.8,Kyynärvarren muun osan murskavamma,Crushing injury of other parts of forearm,Klämskada på annan del av underarm,1900-01-01,2020-12-31,THL
