code,name_en_source,name_fi,name_en,better_name_en
V18.0,THL,"Polkupyörän kuljettajan liikennetapaturma törmäämättä toiseen liikkuvaan osapuoleen, liikennealueen ulkopuolella","Pedal cyclist injured in noncollision transport accidents, driver injuried in nontraffic accident",
V18.1,THL,"Polkupyörällä kyyditettävän liikennetapaturma törmäämättä toiseen liikkuvaan osapuoleen, liikennealueen ulkopuolella","Pedal cyclist injured in noncollision transport accidents, passenger injuried in nontraffic accident",
V18.4,THL,"Polkupyörän kuljettajan liikennetapaturma törmäämättä toiseen liikkuvaan osapuoleen, liikennealueella","Pedal cyclist injured in noncollision transport accidents, driver injuried in traffic accident",
V18.5,THL,"Polkupyörällä kyyditettävän liikennetapaturma törmäämättä toiseen liikkuvaan osapuoleen, liikennealueella","Pedal cyclist injured in noncollision transport accidents, passenger injuried in traffic accident",
V19,THL,Polkupyöräilijän muu tai määrittämätön liikennetapaturma,Pedal cyclist injured in other and unspecified transport accidents,
V28,THL,Moottoripyörätapaturma törmäämättä toiseen liikkuvaan osapuoleen,Motorcycle rider injured in noncollision transport accidents,
V28.2,THL,Moottoripyörätapaturma törmäämättä toiseen liikkuvaan osapuoleen liikennealueen ulkopuolella tai tuntemattomassa paikassa,Motorcycle rider injured in noncollision transport accidents unspecified or nontraffic accident,
V28.9,THL,Moottoripyörätapaturma törmäämättä toiseen liikkuvaan osapuoleen liikennealueella,Motorcycle rider injured in noncollision transport accidents traffic accident,
V29,THL,Moottoripyörätapaturma,Motorcycle rider injured in other and unspecified transport accidents,
V29.2,THL,Moottoripyörätapaturma liikennealueen ulkopuolella tai tuntemattomassa paikassa,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,
V29.9,THL,Moottoripyörätapaturma liikennealueella,Motorcycle rider [any] injured in unspecified traffic accident,
V39,THL,Kolmipyöräisen moottoriajoneuvon liikennetapaturma,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents,
V48,THL,Henkilöautotapaturma törmäämättä toiseen liikkuvaan osapuoleen,Car occupant injured in noncollision transport accident,
V48.2,THL,Henkilöautotapaturma törmäämättä toiseen liikkuvaan osapuoleen liikennealueen ulkopuolella tai tuntemattomassa paikassa,Car occupant injured in noncollision transport accident unspecified or nontraffic accident,
V48.9,THL,Henkilöautotapaturma törmäämättä toiseen liikkuvaan osapuoleen liikennealueella,Car occupant injured in noncollision transport accident traffic accident,
V49,THL,Henkilöautotapaturma,Car occupant injured in other and unspecified transport accidents,
V49.2,THL,Henkilöautotapaturma liikennealueen ulkopuolella tai tuntemattomassa paikassa,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident,
V49.9,THL,Henkilöautotapaturma liikennealueella,Car occupant [any] injured in unspecified traffic accident,
V59,THL,Pakettiautotapaturma,Occupant of pick-up truck or van injured in other and unspecified transport accidents,
V59.2,THL,Pakettiautotapaturma vahingoittuminen liikennealueen ulkopuolella tai tuntemattomassa paikassa,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident,
V59.9,THL,Pakettiautotapaturma liikennealueella,Occupant [any] of pick-up truck or van injured in unspecified traffic accident,
V69,THL,Kuorma-autotapaturma,Occupant of heavy transport vehicle injured in other and unspecified transport accidents,
V69.2,THL,Kuorma-autotapaturma liikennealueen ulkopuolella tai tuntemattomassa paikassa,Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident,
V69.9,THL,Kuorma-autotapaturma liikennealueella,Occupant [any] of heavy transport vehicle injured in unspecified traffic accident,
V79,THL,Linja-autotapaturma,Bus occupant injured in other and unspecified transport accidents,
V79.2,THL,Linja-autotapaturma liikennealueen ulkopuolella tai tuntemattomassa paikassa,Unspecified bus occupant injured in collision with other and unspecified motor vehicles in nontraffic accident,
V79.9,THL,Linja-autotapaturma liikennealueella,Bus occupant [any] injured in unspecified traffic accident,
V80,THL,Eläimellä liikkuvan liikennetapaturma,Animal-rider or occupant of animal-drawn vehicle injured in transport accident,
V81,THL,Junatapaturma,Occupant of railway train or railway vehicle injured in transport accident,
V82,THL,Raitiovaunutapaturma,Occupant of streetcar injured in transport accident,
V83,THL,"Teollisuus-, maatalous- tai rakennusajoneuvon liikennetapaturma",Occupant of special vehicle mainly used on industrial premises injured in transport accident,
V83.3,THL,"Teollisuus-, maatalous- tai rakennusajoneuvon liikennetapaturma liikennealueella",Unspecified occupant of special industrial vehicle injured in traffic accident,
V83.9,THL,"Teollisuus-, maatalous- tai rakennusajoneuvon liikennetapaturma tuntematon paikka tai muu kuin liikennealue",Unspecified occupant of special industrial vehicle injured in nontraffic accident,
V86,THL,Moottorikelkan tai muun maastoajoneuvon liikennetapaturma,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident",
V86.3,THL,Moottorikelkan tai muun maastoajoneuvon liikennetapaturma liikennealueella,Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident,
V86.90,THL,Moottorikelkan tai muun maastoajoneuvon liikennetapaturma jäällä,Unspecified occupant of all-terrain or other off-road motor vehicle injured in non-traffic accident on ice,
V86.98,THL,Moottorikelkan tai muun maastoajoneuvon liikennetapaturma muualla liikennealueen ulkopuolella tai tuntemattomassa paikassa,Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident,
V87,THL,Määrittämätön liikennetapaturma liikennealueella,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified",
V88,THL,Määrittämätön liikennetapaturma liikennealueen ulkopuolella,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified - non-traffic accident",
V89,THL,Määrittämätön liikennetapaturma,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified",
V90,THL,"Vesiliikennetapaturma, joka johtaa veteen vajoamiseen tai hukkumiseen",Accident to watercraft causing drowning and submersion,
V90.0,THL,"Vesiliikennetapaturma, joka johtaa veteen vajoamiseen tai hukkumiseen kauppalaiva tai matkustaja-alus",Accident to watercraft causing drowning and submersion merchant ship,
V90.3,THL,"Vesiliikennetapaturma, joka johtaa veteen vajoamiseen tai hukkumiseen muu moottoroitu alus",Accident to watercraft causing drowning and submersion other powered watercraft,
V90.8,THL,"Vesiliikennetapaturma, joka johtaa veteen vajoamiseen tai hukkumiseen moottoroimaton alus",Accident to watercraft causing drowning and submersion other unpowered watercraft,
V90.9,THL,"Vesiliikennetapaturma, joka johtaa veteen vajoamiseen tai hukkumiseen määrittämätön alus",Accident to watercraft causing drowning and submersion unspecified watercraft,
V91,THL,Muuhun vaurioitumiseen johtava laivatapaturma,Accident to watercraft causing other injury,
V91.0,THL,Muuhun vaurioitumiseen johtava laivatapaturma kauppalaiva tai matkustaja-alus,Accident to watercraft causing other injury merchant ship,
V91.3,THL,Muuhun vaurioitumiseen johtava laivatapaturma muu moottoroitu alus,Accident to watercraft causing other injury other powered watercraft,
V91.8,THL,Muuhun vaurioitumiseen johtava laivatapaturma moottoroimaton alus,Accident to watercraft causing other injury other unpowered watercraft,
V91.9,THL,Muuhun vaurioitumiseen johtava laivatapaturma määrittämätön alus,Accident to watercraft causing other injury unspecified watercraft,
V94,THL,Muut tai määrittämättömät vesiliikenteeseen liittyvät tapaturmat,Other and unspecified water transport accidents,
V94.0,THL,Muu tai määrittämätön vesiliikenteeseen liittyvä tapaturma kauppalaiva tai matkustaja-alus,Other and unspecified water transport accidents merchant ship,
V94.3,THL,Muu tai määrittämätön vesiliikenteeseen liittyvä tapaturma muu moottoroitu alus,Other and unspecified water transport accidents other powered watercraft,
V94.8,THL,Muu tai määrittämätön vesiliikenteeseen liittyvä tapaturma moottoroimaton alus,Other and unspecified water transport accidents other unpowered watercraft,
V94.9,THL,Muu tai määrittämätön vesiliikenteeseen liittyvä tapaturma määrittämätön alus,Other and unspecified water transport accidents unspecified watercraft,
V95,THL,"Moottorikäyttöisen ilma-aluksen tapaturma, joka aiheuttaa vammoja aluksessa olijalle",Accident to powered aircraft causing injury to occupant,
V96,THL,"Moottoroimattoman ilma-aluksen tapaturma, joka aiheuttaa vammoja aluksessa olijalle",Accident to nonpowered aircraft causing injury to occupant,
V97,THL,Muu ilmakuljetustapaturma,Other specified air transport accidents,
V98,THL,Muu kuljetustapaturma,Other specified transport accidents,
V99,THL,Määrittämätön kuljetustapaturma,Unspecified transport accident,
X69,THL,Tahallinen itsensä vahingoittaminen myrkyllä tai muilla vahingollisilla aineilla,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,
X70,THL,Tahallinen hirttäytyminen tai itsensä tukehduttaminen,"Intentional self-harm by hanging, strangulation and suffocation",
X71,THL,Tahallinen upottautuminen tai hukuttautuminen,Intentional self-harm by drowning and submersion,
X74,THL,Tahallinen itsensä ampuminen,Intentional self-harm by other and unspecified firearm discharge,
X75,THL,Tahallinen itsensä vahingoittaminen räjähdysaineella,Intentional self-harm by explosive material,
X76,THL,"Tahallinen itsensä vahingoittaminen savun, tulen tai liekkien avulla","Intentional self-harm by smoke, fire and flames",
X78,THL,Tahallinen itsensä vahingoittaminen terävällä esineellä,Intentional self-harm by sharp object,
X80,THL,Tahallinen itsensä vahingoittaminen korkealta paikalta hyppäämällä,Intentional self-harm by jumping from a high place,
X81,THL,Tahallinen itsensä vahingoittaminen hyppäämällä liikkuvan esineen eteen tai makaamalla liikkuvan esineen edessä,Intentional self-harm by jumping or lying before moving object,
X82,THL,Tahallinen itsensä vahingoittaminen törmäämällä moottoriajoneuvolla,Intentional self-harm by crashing of motor vehicle,
X84,THL,Tahallinen itsensä vahingoittaminen muulla tai määrittämättömällä tavalla,Intentional self-harm by unspecified means,
X85,THL,"Murha, tappo tai muu tahallinen pahoinpitely lääkeaineilla, lääkkeillä tai biologisilla aineilla","Assault by drugs, medicaments and biological substances",
X85.0,THL,"Murha, tappo tai muu tahallinen pahoinpitely lääkeaineilla, lääkkeillä tai biologisilla aineilla suorittajana puoliso tai partneri","Assault by drugs, medicaments and biological substances by spouse or partner",
X85.10,THL,"Murha, tappo tai muu tahallinen pahoinpitely lääkeaineilla, lääkkeillä tai biologisilla aineilla suorittajana vanhemmat","Assault by drugs, medicaments and biological substances by parents",
X85.11,THL,"Murha, tappo tai muu tahallinen pahoinpitely lääkeaineilla, lääkkeillä tai biologisilla aineilla suorittajana uhrin lapsi","Assault by drugs, medicaments and biological substances by own child",
X85.2,THL,"Murha, tappo tai muu tahallinen pahoinpitely lääkeaineilla, lääkkeillä tai biologisilla aineilla suorittajana tuttava tai ystävä","Assault by drugs, medicaments and biological substances by friend",
X85.8,THL,"Murha, tappo tai muu tahallinen pahoinpitely lääkeaineilla, lääkkeillä tai biologisilla aineilla muu suorittaja","Assault by drugs, medicaments and biological substances by other known person",
X85.9,THL,"Murha, tappo tai muu tahallinen pahoinpitely lääkeaineilla, lääkkeillä tai biologisilla aineilla tuntematon suorittaja","Assault by drugs, medicaments and biological substances by unknown person",
X90,THL,"Murha, tappo tai muu tahallinen pahoinpitely kemiallisen aineen avulla",Assault by unspecified chemical or noxious substance,
X90.0,THL,"Murha, tappo tai muu tahallinen pahoinpitely kemiallisen aineen avulla suorittajana puoliso tai partneri",Assault by unspecified chemical or noxious substance by spouse or partner,
X90.10,THL,"Murha, tappo tai muu tahallinen pahoinpitely kemiallisen aineen avulla suorittajana vanhemmat",Assault by unspecified chemical or noxious substance by parents,
X90.11,THL,"Murha, tappo tai muu tahallinen pahoinpitely kemiallisen aineen avulla suorittajana uhrin lapsi",Assault by unspecified chemical or noxious substance by own child,
X90.2,THL,"Murha, tappo tai muu tahallinen pahoinpitely kemiallisen aineen avulla suorittajana tuttava tai ystävä",Assault by unspecified chemical or noxious substance by friend,
X90.8,THL,"Murha, tappo tai muu tahallinen pahoinpitely kemiallisen aineen avulla muu suorittaja",Assault by unspecified chemical or noxious substance by other known person,
X90.9,THL,"Murha, tappo tai muu tahallinen pahoinpitely kemiallisen aineen avulla tuntematon suorittaja",Assault by unspecified chemical or noxious substance by unknown person,
X91,THL,"Murha, tappo tai muu tahallinen pahoinpitely hirttämällä, kuristamalla tai tukehduttamalla","Assault by hanging, strangulation and suffocation",
X91.0,THL,"Murha, tappo tai muu tahallinen pahoinpitely hirttämällä, kuristamalla tai tukehduttamalla suorittajana puoliso tai partneri","Assault by hanging, strangulation and suffocation by spouse or partner",
X91.10,THL,"Murha, tappo tai muu tahallinen pahoinpitely hirttämällä, kuristamalla tai tukehduttamalla suorittajana vanhemmat","Assault by hanging, strangulation and suffocation by parents",
X91.11,THL,"Murha, tappo tai muu tahallinen pahoinpitely hirttämällä, kuristamalla tai tukehduttamalla suorittajana uhrin lapsi","Assault by hanging, strangulation and suffocation by own children",
X91.2,THL,"Murha, tappo tai muu tahallinen pahoinpitely hirttämällä, kuristamalla tai tukehduttamalla suorittajana tuttava tai ystävä","Assault by hanging, strangulation and suffocation by friend",
X91.8,THL,"Murha, tappo tai muu tahallinen pahoinpitely hirttämällä, kuristamalla tai tukehduttamalla muu suorittaja","Assault by hanging, strangulation and suffocation by other known person",
X91.9,THL,"Murha, tappo tai muu tahallinen pahoinpitely hirttämällä, kuristamalla tai tukehduttamalla tuntematon suorittaja","Assault by hanging, strangulation and suffocation by unknown person",
