ICD9,n_codes,freq_finngen_per,Finnish_name,possible_english_name
9819X,11,0.00275%,MYRKYTYS:MUUT ÖLJYTUOTTEET,Toxic effect of petroleum products
0527A,10,0.00250%,VARICELLA CUM ALIAE COMPLICATIONE DEFINITA,Chickenpox with other specified complications
1309X,10,0.00250%,TOXOPLASMOSIS NUD,"Toxoplasmosis, unspecified"
1540A,10,0.00250%,"NEOPL MALIG JUNCT RECTOSIGM,INVASIIVINEN KARSINOOMA",Malignant neoplasm of rectosigmoid junction
1541X,10,0.00250%,"NEOPLASMA MALIG RECTI,EI HISTOLOGISTA VAHVISTUSTA",Malignant neoplasm of rectum
1725C,10,0.00250%,"MELANOMA MALIGNUM CUTIS TRUNCI,NODULARE","Malignant melanoma of skin of trunk, except scrotum"
1922A,10,0.00250%,NEOPLASMA MALIGNUM MEDULLAE SPINALIS,Malignant neoplasm of spinal cord
2101A,10,0.00250%,NEOPLASMA BENIGNUM LINGUAE,Benign neoplasm of tongue
2150A,10,0.00250%,"NEOPL BENIG CAPITIS, FACIEI ET COLLI,SIDEKUDOSPER","Other benign neoplasm of connective and other soft tissue of head, face, and neck"
2166X,10,0.00250%,"YLÄRAAJAN IHON BEN KASV,TARK MÄÄRITT HYVÄNLAAT KASV","Benign neoplasm of skin of upper limb, including shoulder"
2223A,10,0.00250%,NEOPLASMA BENIGNUM EPIDIDYMIDIS,Benign neoplasm of epididymis
2241A,10,0.00250%,NEOPLASMA BENIGNUM ORBITAE,Benign neoplasm of orbit
2430A,10,0.00250%,HYPOTHYREOSIS CONGENITA,Congenital hypothyroidism
2521A,10,0.00250%,HYPOPARATHYREOIDISMUS,Hypoparathyroidism
2580A,10,0.00250%,MULTIPPELI ENDOKRIININEN NEOPLASIA I (MEN I),Polyglandular activity in multiple endocrine adenomatosis
2731A,10,0.00250%,PARAPROTEINAEMIA MONOCLONALIS,Monoclonal paraproteinemia
2888A,10,0.00250%,LEUCOCYTOSIS,Other specified disease of white blood cells
2938B,10,0.00250%,SYNDROMA DELUSIONALE PSYCHOORGANICUM ALIUD,Other specified transient mental disorders due to conditions classified elsewhere
3092B,10,0.00250%,KOULUFOBIA,Adjustment reaction with predominant disturbance of other emotions
3123X,10,0.00250%,TARKEMMIN MÄÄRITTELEMÄTÖN HILLITSEMISHÄIRIÖ,"Disorders of impulse control, not elsewhere classified"
3199B,10,0.00250%,MUU ÄLYLLINEN KEHITYSVAMMAISUUS JA KÄYTTÄYTYMIHÄIRI,Unspecified intellectual disabilities
3209X,10,0.00250%,MENINGITIS BACTERICA NUD,Meningitis due to unspecified bacterium
3312X,10,0.00250%,DEGENERATIO CEREBRI ALIA SEU NUD,Senile degeneration of brain
3452A,10,0.00250%,STATUS EPILEPTICUS PETIT MAL (ABSENTIA),Petit mal status
3502A,10,0.00250%,DOLORES FACIEI ATYPICI,Atypical face pain
3545A,10,0.00250%,MONONEUROPATHIA MULTIPLEX,Mononeuritis multiplex
3651E,10,0.00250%,GLAUCOMA INFANTILE SEU JUVENILE,Open-angle glaucoma
3699X,10,0.00250%,TARKEMMIN MÄÄRITTELEMÄTÖN NÄÖNHEIKKOUS,Unspecified visual loss
3705A,10,0.00250%,KERATITIS INTERSTITIALIS ET PROFUNDA,Interstitial and deep keratitis
3725A,10,0.00250%,DEGENERATIO CONJUNCTIVAE,Conjunctival degenerations and deposits
3745A,10,0.00250%,DEGENERATIO PALPEBRAE ET REGIONIS PERIOCULARIS,Degenerative disorders of eyelid and periocular area
3780X,10,0.00250%,STRABISMUS CONVERGENS ALIUS,Esotropia
4308X,10,0.00250%,HAEMORRHAGIA SUBARACHNOIDALIS ALIA DEFINITA,Subarachnoid hemorrhage
4321A,10,0.00250%,HAEMORRHAGIA SUBDURALIS NONTRAUMATICA,Subdural hemorrhage
4401A,10,0.00250%,ARTERIOSCLEROSIS ARTERIAE RENALES,Atherosclerosis of renal artery
4448X,10,0.00250%,EMBOLIA SEU TROMBOSIS  ARTERIAE ALIA DEFINITA,Embolism and thrombosis of other specified artery
4568X,10,0.00250%,VARICES ALIAE LOCO DEFINITO,Varices of other sites
4571A,10,0.00250%,LYMPHOEDEMA ALIA,Other lymphedema
5130A,10,0.00250%,ABSCESSUS PULMONUM,Abscess of lung
5260B,10,0.00250%,KERATOCYSTA (CYSTA PRIMORDIALIS),Developmental odontogenic cysts
5273A,10,0.00250%,ABSCESSUS GLANDULAE SALIVARIUM,Abscess of salivary gland
5278A,10,0.00250%,SIALADENOSIS,Other specified diseases of the salivary glands
5518X,10,0.00250%,HERNIA ABDOMINALIS CUM GANGRAENA ALTERIUS LOCO DEF,"Hernia of other specified sites, with gangrene"
5799X,10,0.00250%,MALABSORPTIO NUD,Unspecified intestinal malabsorption
5902A,10,0.00250%,ABSCESSUS RENALIS ET PERIRENALIS,Renal and perinephric abscess
5990D,10,0.00250%,PYURIA,"Urinary tract infection, site not specified"
6079X,10,0.00250%,MORBUS PENIDIS NUD,Unspecified disorder of penis
6254A,10,0.00250%,PREMENSTRUAL TENSION,Premenstrual tension syndromes
6259X,10,0.00250%,SYMPTOMATA ORGANORUM GENITALIS MULIERIS NUD,Unspecified symptom associated with female genital organs
6426A,10,0.00250%,"ECLAMPSIA , ENNEN SYNNYTYSTÄ","Eclampsia complicating pregnancy, childbirth or the puerperium"
6528A,10,0.00250%,"MUUT VIRHEASENNOT JA -TARJONNAT, RASKAUDEN AIKANA",Other specified malposition or malpresentation of fetus
6538B,10,0.00250%,"DISPROPORTIO FOETOPELVICA,ALIA DEFINITA,SYNN AIK","Disproportion of other origin in pregnancy, labor, and delivery"
6540A,10,0.00250%,"MALEFORMATIO UTERI CONGENITA, RASKAUDEN AIKANA","Congenital abnormalities of uterus complicating pregnancy, childbirth, or the puerperium"
6567B,10,0.00250%,"CONDITIO PLACENTAE ALIA, SYNNYTYKSEN AIKANA",Other placental conditions affecting management of mother
6648B,10,0.00250%,TRAUMATA PERINEALIA ET VULVAE IN PARTU ALIA DEF,Other specified trauma to perineum and vulva during delivery
6758X,10,0.00250%,MASTITIS ALIA PUERP AIKANA,Other specified infections of the breast and nipple associated with childbirth
6807A,10,0.00250%,CARBUNCULUS PEDIS,Carbuncle and furuncle of foot
6809X,10,0.00250%,CARBUNCULUS NUD,Carbuncle and furuncle of unspecified site
6824A,10,0.00250%,"CELLULITIS MANUS, DIGITIS EXCEPTIS","Cellulitis and abscess of hand, except fingers and thumb"
6831A,10,0.00250%,LYMPHADENITIS ACUTA AXILLAE,Acute lymphadenitis
6925A,10,0.00250%,DERMATITIS ARTEFACTA EX ALIMENTIS TOXICA (VÄLITÖN),Contact dermatitis and other eczema due to food in contact with skin
6961B,10,0.00250%,PSORIASIS PUSTULARIS,Other psoriasis
7018B,10,0.00250%,ELASTOSIS SENILIS,Other specified hypertrophic and atrophic conditions of skin
7029X,10,0.00250%,DERMATOSIS NUD,Other dermatoses
7183E,10,0.00250%,"LUXATIO HABITUALIS, LONKKANIVEL",Recurrent dislocation of joint
7229X,10,0.00250%,MORBUS DISCI INTERVERTEBRALIS NUD,Other and unspecified disc disorder
7266B,10,0.00250%,TENDINITIS SEU BURSITIS REGIONIS LIG GENUS COLL MED,Enthesopathy of knee
7266G,10,0.00250%,SDR TRACTUS ILIOTIBIALE,Enthesopathy of knee
7276E,10,0.00250%,RUPTURA NONTRAUMATICA TENDINIS PATELLAE,"Rupture of tendon, nontraumatic"
7282A,10,0.00250%,ATROPHIA MUSCULORUM NUD,"Muscular wasting and disuse atrophy, not elsewhere classified"
7505A,10,0.00250%,STENOSIS PYLORI HYPERTROPHICANS CONGENITA ET INFAN,Congenital hypertrophic pyloric stenosis
7546B,10,0.00250%,PES PLANUS CONGENITUS,"Valgus deformities of feet, congenital"
7550A,10,0.00250%,POLYDACTYLIA DIGITORUM I MANUS,Polydactyly
7562A,10,0.00250%,COSTA CERVICALIS,Cervical rib
7764A,10,0.00250%,POLYCYTHAEMIA NEONATORUM,Polycythemia neonatorum
7801A,10,0.00250%,HALLUCINATIO,Hallucinations
7860X,10,0.00250%,RESPIRATIO ABNORMA NUD,Dyspnea and respiratory abnormalities
7864A,10,0.00250%,SPUTUM ABNORME,Abnormal sputum
7880A,10,0.00250%,COLICA RENALIS,Renal colic
7902A,10,0.00250%,POIKKEAVA SOKERIRASITUSKOE,Abnormal glucose
7934A,10,0.00250%,RUOANSULATUSELINTEN EPÄSPES POIK SÄDEDIAGN LÖYD,Nonspecific (abnormal) findings on radiological and other examination of gastrointestinal tract
7964A,10,0.00250%,MUU POIKKEAVA KLIININEN LÖYDÖS,Other abnormal clinical findings
8001A,10,0.00250%,FRACT VERTICIS CRANII NON COMPL CUM LAES INTRACRAN,Closed fracture of vault of skull with cerebral laceration and contusion
8056X,10,0.00250%,"RISTI-HÄNTÄLUUN MÄÄRITTELEMÄTÖN MURTUMA,EI SPIN VAU",Closed fracture of sacrum and coccyx without mention of spinal cord injury
8060A,10,0.00250%,KAULARANGAN KOMPRESSIOMURTUMA JA SELKÄYDINVAURIO,Closed fracture of cervical vertebra with spinal cord injury
8160B,10,0.00250%,"FRACTURA DIGITI II MANUS, NON COMPLICATA",Closed fracture of one or more phalanges of hand
8160X,10,0.00250%,"FRACTURA DIGITORUM VARIORUM MANUS,NON COMPLICATA",Closed fracture of one or more phalanges of hand
8161D,10,0.00250%,"FRACTURA DIGITI IV MANUS, COMPLICATA",Open fracture of one or more phalanges of hand
8522X,10,0.00250%,"HAEMORRHAGIA SUBDURALIS TR,TAJUT KESTOSTA EI TIETOA",Subdural hemorrhage following injury without mention of open intracranial wound
8524A,10,0.00250%,"HAEMORRHAGIA EPIDURALIS TR ,EI TIETOA TAJUTTOMUUDES",Extradural hemorrhage following injury without mention of open intracranial wound
8603A,10,0.00250%,HAEMOTHORAX TRAUMATICUS COMPLICATUS,Traumatic hemothorax with open wound into thorax
8641A,10,0.00250%,LAESIO TRAUMATICA HEPATIS COMPLICATA,Injury to liver with open wound into cavity
8701A,10,0.00250%,"LACERATIO PALPEBRAE OCULI, CANALE LACRIMALI EXCLUSO","Laceration of eyelid, full-thickness, not involving lacrimal passages"
8800A,10,0.00250%,VULNUS REGIONIS SCAPULARIS/BRACHII NON COMPLICATUM,"Open wound of shoulder and upper arm, without mention of complication"
8802A,10,0.00250%,"VULN.SCAPULARIS/BRACHII+LAESIONE TENDINIS,NON COMPL","Open wound of shoulder and upper arm, with tendon involvement"
8841A,10,0.00250%,"VULNERA MULTIPLICIA/NUD EXTREMIT. SUPERIORIS,COMPLI","Multiple and unspecified open wound of upper limb, complicated"
8932A,10,0.00250%,"VULNUS DIGITI PEDIS CUM LAESIONE TENDINIS,NON COMPL","Open wound of toe(s), with tendon involvement"
9245X,10,0.00250%,CONTUSIO EXTREMITATIS INFERIORIS NUD,Contusion of unspecified part of lower limb
9261A,10,0.00250%,VARTALON MURSKAVAMMA MUU,Crushing injury of other specified sites of trunk
9273A,10,0.00250%,SORMIEN MURSKAVAMMA,Crushing injury of finger(s)
9452B,10,0.00250%,"COMBUSTIO EXTREMITATIS INFERIORIS GRADUS II, 10-29%",Blisters with epidermal loss due to burn [second degree] of lower limb(s)
9551A,10,0.00250%,LAESIO TRAUMATICA NERVI MEDIANI,Injury to median nerve
9563A,10,0.00250%,LAESIO TRAUMATICA NERVI PERONEI,Injury to peroneal nerve
9941A,10,0.00250%,"HUKKUMINEN, HUKKUMISVAARA TAI VETEEN JOUTUMINEN",Drowning and nonfatal submersion
V450A,10,0.00250%,MUUN TOIMENPITEEN JÄLKISEURANTA,Cardiac pacemaker in situ
0544C,9,0.00225%,"KERATITIS DISCIFORMIS, HERPETICA",Herpes simplex with ophthalmic complications
1120A,9,0.00225%,CANDIDIASIS ORALIS,Candidiasis of mouth
1122A,9,0.00225%,CANDIDIASIS BALANITIS,Candidiasis of other urogenital sites
1623X,9,0.00225%,"NEOPL MAL LOB SUPER PULMONIS,EI HIST/SYTOL DG","Malignant neoplasm of upper lobe, bronchus or lung"
1727A,9,0.00225%,"MELANOMA MAL CUTIS EXTR INFER,MELAN EX LENTIGOMAL","Malignant melanoma of skin of lower limb, including hip"
1727C,9,0.00225%,"MELANOMA MAL CUTIS EXTR INFER,NODULARE","Malignant melanoma of skin of lower limb, including hip"
1733C,9,0.00225%,"KASVOJEN IHON SYÖPÄ,MUU",Other and unspecified malignant neoplasm of skin of other and unspecified parts of face
1891X,9,0.00225%,"NEOPLASMA MALIGNUM PELVIS RENIS,EI HIST VAHV",Malignant neoplasm of renal pelvis
2253A,9,0.00225%,NEOPLASMA BENIGNUM MEDULLAE SPINALIS,Benign neoplasm of spinal cord
2387X,9,0.00225%,STATUS LYMPHO- ET MYELOPROLIFERATIVUS NUD,Neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues
2662A,9,0.00225%,HYPOVITAMINOSIS B12,Other B-complex deficiencies
2729X,9,0.00225%,MORBI CONGENITI METABOLICI LIPOIDICI NUD,Unspecified disorder of lipoid metabolism
2810A,9,0.00225%,ANAEMIA PERNICIOSA CUM MYELOPATHIA SPINALI,Pernicious anemia
2898X,9,0.00225%,MORBUS SYSTEMATIS HEMATOPOETICI/SANGUINIS ALIA DEF,Other specified diseases of blood and blood-forming organs
2921B,9,0.00225%,SYNDROMA DELUSIONALE EX USU MEDICAMENTORUM,Drug-induced psychotic disorders
2956D,9,0.00225%,"RESIDUAALINEN SKITSOFRENIA,SUBKROONINEN AKUUTTI",Residual type schizophrenic disorders
3123A,9,0.00225%,PELIHIMO,"Disorders of impulse control, not elsewhere classified"
3360A,9,0.00225%,SYRINGOMYELIA ET SYRINGOBULBIA,Syringomyelia and syringobulbia
3457B,9,0.00225%,EPILEPSIA PARTIALIS CONTINUA,Epilepsia partialis continua
3623B,9,0.00225%,OCCLUSIO RAMI ARTERIAE CENTRALIS RETINAE,Retinal vascular occlusion
3653A,9,0.00225%,KORTIKOSTEROIDIEN AIHEUTTAMA GLAUKOOMA,Corticosteroid-induced glaucoma
3660B,9,0.00225%,CATARACTA JUVENILIS,"Infantile, juvenile, and presenile cataract"
4470A,9,0.00225%,FISTULA ARTERIOVENOSA ACQUISATA,"Arteriovenous fistula, acquired"
5111A,9,0.00225%,PLEURITIS EXSUDATIVA BACTERICA,"Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis"
5310X,9,0.00225%,"ULCUS VENTRIC CURVAT MINOR ET ANGULAE,MUU",Acute gastric ulcer with hemorrhage
5312A,9,0.00225%,"ULCUS VENTRICULI LOCO ATYPICO,KOMPLISOITUMATON",Acute gastric ulcer with hemorrhage and perforation
5314X,9,0.00225%,"ULCUS VENTRICULI ACUTA,MUU",Chronic or unspecified gastric ulcer with hemorrhage
5323A,9,0.00225%,"ULCUS POSTBULBARE ,KOMPLISOITUMATON",Acute duodenal ulcer without mention of hemorrhage or perforation
5838C,9,0.00225%,NEPHRITIS INTERSTITIALIS CHRONICA INFECTIOSA,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney"
5845X,9,0.00225%,NEPHROPATHIA TUBULOINTERSTITIALIS ACUTA NUD,Acute kidney failure with lesion of tubular necrosis
5930A,9,0.00225%,NEPHROPTOSIS,Nephroptosis
6061A,9,0.00225%,OLIGOSPERMIA,Oligospermia
6116A,9,0.00225%,GALACTORRHOEA,Galactorrhea not associated with childbirth
6169X,9,0.00225%,"MORBI INFECT CERVICIS UTERI, VAGINAE ET VULVAE NUD","Unspecified inflammatory disease of cervix, vagina, and vulva"
6183A,9,0.00225%,PROLAPSUS UTEROVAGINALIS COMPLETUS,"Uterovaginal prolapse, complete"
6240A,9,0.00225%,LEUKOPLAKIA ET KRAUROSIS VULVAE,Dystrophy of vulva
6263A,9,0.00225%,MENORRHAGIA IN PUBERTATE,Puberty bleeding
6427A,9,0.00225%,"PRAE-ECL SEU ECL CUM HYPERT ART,ENNEN SYNNYTYSTÄ",Pre-eclampsia or eclampsia superimposed on pre-existing hypertension
6525A,9,0.00225%,"KORKEALLE JÄÄNYT TARJOUTUVA SIKIÖN PÄÄ,RASK AIKANA",High fetal head at term
6551A,9,0.00225%,"SIKIÖN KROMOS ABNORM, ÄID TUTK/HOITO,RASK AIKANA",Chromosomal abnormality in fetus affecting management of mother
6594A,9,0.00225%,"""GRAND MULTIPARA"" ,RASKAUDEN AIKANA","Grand multiparity, with current pregnancy"
6634A,9,0.00225%,FUNICULUS UMBILICALIS BREVIS,Short cord complicating labor and delivery
6714A,9,0.00225%,"THROMBOPHLEB PROF EXTR INFER,RASKAUDEN AIKANA","Deep phlebothrombosis, postpartum"
6714B,9,0.00225%,"THROMBOPHLEB PROF EXTR INFER,PUERP AIKANA","Deep phlebothrombosis, postpartum"
6718B,9,0.00225%,"HAEMORRHOIDES ANI,PUERP AIKANA",Other venous complications in pregnancy and the puerperium
7020X,9,0.00225%,DERMATOSES PRAECANCEROSAE ALIAE,Actinic keratosis
7110A,9,0.00225%,"ARTHRITIS PURULENTA, OLKANIVEL",Pyogenic arthritis
7152B,9,0.00225%,"OSTEORTHROSIS SECUNDARIA,KYYNÄRNIVEL","Osteoarthrosis, localized, secondary"
7164A,9,0.00225%,ARTHROPATHIA TRANSITORIA,Transient arthropathy
7180A,9,0.00225%,"NIVELRUSTON SAIRAUS,OLKANIVEL",Articular cartilage disorder
7199C,9,0.00225%,"MB ARTICULI NUD,RANNE",Unspecified disorder of joint
7280A,9,0.00225%,MYOSITIS INFECTIOSA,Infective myositis
7399X,9,0.00225%,"TUKI- JA LIIKUNTAELINTEN TOIM HÄIR,TARKEMMIN MÄÄR","Nonallopathic lesions, abdomen and other sites"
7545X,9,0.00225%,MALEFORMATIONES PEDIS VARI ALIAE,"Varus deformities of feet, congenital"
7547X,9,0.00225%,MALEFORMATIONES ALIAE PEDIS,Other congenital deformities of feet
7573A,9,0.00225%,DYSPLASIA ECTODERMALIS CONGENITA,Other specified congenital anomalies of skin
7617B,9,0.00225%,"PRAESENTATIO CLUNIUM , SEQUELA FOETUS RASK AIK",Malpresentation before labor affecting fetus or newborn
7820B,9,0.00225%,HYPAESTHESIA,Disturbance of skin sensation
7895A,9,0.00225%,ASCITES,Ascites
7932A,9,0.00225%,MUIDEN RINTAONT ELINTEN EPÄSPES POIKK SÄDEDIAG LÖYD,Nonspecific (abnormal) findings on radiological and other examination of other intrathoracic organs
7943A,9,0.00225%,POIKKEAVA ELEKTROKARDIOGRAMMI,"Nonspecific abnormal results of function study, cardiovascular"
8133A,9,0.00225%,"FRACTURA PARTIS DIAPHYSEOS RADII, COMPLICATA","Fracture of shaft of radius and ulna, open"
8380A,9,0.00225%,"LUXATIO TARSI, NON COMPLICATA",Closed dislocation of foot
8420B,9,0.00225%,DISTORSIO/DISTEN/RUPT.ARTICULI (LIGAM) RADIOULNARIS,Wrist sprain
8420X,9,0.00225%,"DISTORSIO, DISTENSIO SEU RUPTURA CARPI ALIA",Wrist sprain
8471A,9,0.00225%,"DISTORSIO,DISTENSIO/RUPT. MUSCULI REG. THORACALIS",Sprain of thoracic
8511D,9,0.00225%,"CONTUSIO CEREBRI COMPLIC.,1-24 H KESTÄNYT TAJUTTOMU",Cortex (cerebral) contusion with open intracranial wound
8632A,9,0.00225%,LAESIO INTESTINI TENUIS NON COMPLICATA,Injury to small intestine without mention of open wound into cavity
8748X,9,0.00225%,VULNUS COLLI ALIUD DEFINITUM/NUD NON COMPLICATUM,"Open wound of other and unspecified parts of neck, without mention of complication"
8760A,9,0.00225%,VULNUS DORSI NON COMPLICATUM,"Open wound of back, without mention of complication"
8780A,9,0.00225%,VULN.PENIS AMPUTAT.TRAUMAT. INCLUSA NON COMPLICATUM,"Open wound of penis, without mention of complication"
8784A,9,0.00225%,VULNUS VULVAE NON COMPLICATUM,"Open wound of vulva, without mention of complication"
8842A,9,0.00225%,"VULN.MULTIP/NUD EXTREMIT.SUPER+LAESIO TEND,NON COMP","Multiple and unspecified open wound of upper limb, with tendon involvement"
8930A,9,0.00225%,VULNUS DIGITI PEDIS NON COMPLICATUM,"Open wound of toe(s), without mention of complication"
9075A,9,0.00225%,SEQ LAESIONUM NERV.PERIPHERICORUM PELVIS/EXTR INFER,Late effect of injury to peripheral nerve of pelvic girdle and lower limb
9210A,9,0.00225%,HAEMATOMA REGIONIS OCULI NUD,"Black eye, not otherwise specified"
9212A,9,0.00225%,CONTUSIO ORBITAE,Contusion of orbital tissues
9282A,9,0.00225%,NILKAN JA JALAN MURSKAVAMMA,"Crushing injury of ankle and foot, excluding toe(s) alone"
9402A,9,0.00225%,COMBUST ET CORR CORNEAE ET CONJ PER CHEM ALKAL,Alkaline chemical burn of cornea and conjunctival sac
9441A,9,0.00225%,"COMBUSTIO CARPI ET MANUS GRADUS I,<9%",Erythema due to burn [first degree] of wrist(s) and hand(s)
9778X,9,0.00225%,MYRKYTYS:MUUT LÄÄKKEET JA LÄÄKKEENOM KÄYT AINEET,Poisoning by other specified drugs and medicinal substances
9779X,9,0.00225%,MYRKYTYS:MUUT MÄÄRITT LÄÄK JA LÄÄKKEENOM KÄYT AIN,Poisoning by unspecified drug or medicinal substance
9945A,9,0.00225%,YLIRASITTUNEISUUS,Exhaustion due to excessive exertion
V020A,9,0.00225%,TARTTUVAN TAUDIN KANTAJUUS TAI EPÄILTY KANTAJUUS,Carrier or suspected carrier of cholera
V600A,9,0.00225%,ASUNNOTTOMUUS,Lack of housing
0532A,8,0.00200%,HERPES ZOSTER PALPEBRAE OCULI,Herpes zoster with ophthalmic complications
0879X,8,0.00200%,FEBRIS RECURRENS NUD,"Relapsing fever, unspecified"
1110A,8,0.00200%,PITYRIASIS VERSICOLOR,Pityriasis versicolor
1310A,8,0.00200%,TRICHOMONIASIS UROGENITALIS,Urogenital trichomoniasis
1534X,8,0.00200%,"NEOPL MALIG CAECI,EI HISTOLOGISTA VAHVISTUSTA",Malignant neoplasm of cecum
2131A,8,0.00200%,NEOPLASMA BENIGNUM MANDIBULAE,Benign neoplasm of lower jaw bone
2159X,8,0.00200%,"PEHMYTKUDOSKASVAIN,NUD","Other benign neoplasm of connective and other soft tissue, site unspecified"
2163G,8,0.00200%,"KASVOJEN IHON BEN KASVAIN,MUU MÄÄR HYVÄNLAAT KASV",Benign neoplasm of skin of other and unspecified parts of face
2374A,8,0.00200%,NEOPLASMA DEFINITUM ALIUD GLANDULARUM ENDOCR AL/NUD,Neoplasm of uncertain behavior of other and unspecified endocrine glands
2501X,8,0.00200%,"DIABETES MELLITUS CUM KETOACIDOSI,NUD",Diabetes with ketoacidosis
2820A,8,0.00200%,ANAEMIA HAEMOLYTICA CUM SPHEROCYTOSI HEREDITARIA,Hereditary spherocytosis
2858X,8,0.00200%,ANAEMIA ALIA DEFINITA,Other specified anemias
2952B,8,0.00200%,"KATATOONISTYYPPINEN SKITSOFRENIA,SUBKROONINEN",Catatonic type schizophrenia
3549X,8,0.00200%,MÄÄRITTELEMÄTÖN YLÄRAAJAN MONONEUROPATIA,"Mononeuritis of upper limb, unspecified"
3552A,8,0.00200%,LAESIO NERVI FEMORALIS ALIA,Other lesion of femoral nerve
3608A,8,0.00200%,ANOPHTALMIA ARTEFACTA,Other disorders of globe
3664C,8,0.00200%,CATARACTA TOXICA,Cataract associated with other disorders
3721A,8,0.00200%,CONJUNCTIVITIS CHRONICA,Chronic conjunctivitis
3830A,8,0.00200%,MASTOIDITIS ACUTA,Acute mastoiditis
4111A,8,0.00200%,"PITKITTYNYT ANGINA PECTORIS -KOHTAUS,EI AHTAUMAA",Intermediate coronary syndrome
4298X,8,0.00200%,MORBUS CORDIS ALIA DEFINITA,Other ill-defined heart diseases
4329X,8,0.00200%,HAEMORRHAGIA INTRACRANIALIS NUD,Unspecified intracranial hemorrhage
4330X,8,0.00200%,OCCL/STENOS ART.VERTEBRAL.SEU BASILAR.SINE INFARCTU,Occlusion and stenosis of basilar artery
4439X,8,0.00200%,MORBUS VASCULARIS PHERIPHERICUS NUD,"Peripheral vascular disease, unspecified"
4782B,8,0.00200%,ABSCESSUS RETROPHARYNGEALIS,"Other diseases of pharynx, not elsewhere classified"
4782X,8,0.00200%,ALII MORBI PHARYNGIS ET NASOPHARYNGIS DEFINITI,"Other diseases of pharynx, not elsewhere classified"
4823A,8,0.00200%,PNEUMONIA E STREPTOCOCCUS,Pneumonia due to Streptococcus
5286A,8,0.00200%,SUUN LEUKOPLAKIA,"Leukoplakia of oral mucosa, including tongue"
5289X,8,0.00200%,MORBUS MUCOSAE ORIS ALIA DEFINITA SEU NUD,Other and unspecified diseases of the oral soft tissues
5533A,8,0.00200%,HERNIA DIAPHRAGMATICA SINE OBSTRUCTIONE ET GANGR,Diaphragmatic hernia without mention of obstruction or gangrene
5602B,8,0.00200%,VOLVULUS COLI ALIUS,Volvulus
5651C,8,0.00200%,FISTULA RECTALIS,Anal fistula
6069X,8,0.00200%,INFERTILITAS VIRII NUD,"Male infertility, unspecified"
6073A,8,0.00200%,PRIAPISMUS,Priapism
6117D,8,0.00200%,SUBINVOLUTIO MAMMAE POST PARTUM,Signs and symptoms in breast
6143A,8,0.00200%,PARAMETRITIS ET CELLULITIS CAVI PELVIS ACUTA,Acute parametritis and pelvic cellulitis
