Id_FIN	Abbreviation_FIN	Short name_FIN	Long name_FIN	shortTitle_ENG	ICD-10_FIN	icd10_ENG	Ensisijainen ICD-10_FIN	Parent code_FIN	Hierarchy level_FIN	Alakomponentti (icpc)_FIN	Harkitse (icpc)_FIN	Huom._FIN	Komponentti (icpc)_FIN	Kriteerit (icpc)_FIN	Lehtisolmu_FIN	Mukaan lukien_FIN	Pois lukien_FIN	Subkomponent (icpc)_FIN	Code_ENG	preferred_ENG	inclusion_ENG	exclusion_ENG	criteria_ENG	consider_ENG	note_ENG	ICPC2_mapping	ICPC_version
Z12	Parisuhdeongelma	Parisuhdeongelma	Parisuhdeongelma	Relationship problem with partner	T74.0,T74.3,Z63.0	T74.0; T74.3; Z63.0	Z63.0	Z	1			Ongelman luokittelu parisuhdeongelmaksi edellyttää, että potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T	henkinen pahoinpitely	ruumiillinen pahoinpitely Z25		Z12	Relationship problem with partner	emotional abuse	physical abuse by partner Z13; victim of physical abuse Z25			The diagnosis of problems in the relationship between family partners requires the patient's agreement on the existence of the problem and desire for help.	Z12	2
Z13	Kumppanin käytökseen liittyvä ongelma	Kumppanin käytökseen liittyvä ongelma	Kumppanin käytökseen liittyvä ongelma	Partner's behaviour problem	Z63.0	Z63.0	Z63.0	Z	1			Ongelman luokittelu aikuisen perheenjäsenen käytökseen liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua	1 Oireet ja vaivat		T	pahoinpitely./uskottomuus			Z13	Partner's behaviour problem	infidelity; physical abuse	victim of physical abuse Z25			The diagnosis of problems arising from the behaviour of a family partner requires the patient's agreement on the existence of the problem and desire for help.	Z13	2
Z14	Kumppanin sairastamiseen liittyvä ongelma	Kumppanin sairastamiseen liittyvä ongelma	Kumppanin sairastamiseen liittyvä ongelma	Partner illness problem	Z63.6	Z63.6	Z63.6	Z	1			Ongelman luokittelu toisen tai molemman aikuisen perheenjäsenen sairastamiseen liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T				Z14	Partner illness problem					The diagnosis of problems arising from one or both family partners being ill requires the patient's agreement on the existence of the problem and desire for help.	Z14	2
Z15	Kumppanin menetykseen/kuolemaan liittyvä ongelma	Kumppanin menetykseen/kuolemaan liittyvä ongelma	Kumppanin menetykseen/kuolemaan liittyvä ongelma	Loss/death of partner problem	Z63.4,Z63.5	Z63.4; Z63.5	Z63.4	Z	1			Ongelman luokittelu kumppanin menetykseen liittyväksi edellyttää, että potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T	avioero, ero			Z15	Loss/death of partner problem	bereavement; divorce; separation				The diagnosis of problems arising from the loss or death of a family partner requires the patient's agreement on the existence of the problem and desire for help.	Z15	2
Z16	Ongelma lapsisuhteessa	Ongelma lapsisuhteessa	Ongelma lapsisuhteessa	Relationship problem with child	T74.0,T74.8,Z61.0,Z61.1,Z61.2,Z61.3,Z61.4,Z61.5,Z61.6,Z61.7,Z61.8,Z61.9,Z62.0,Z62.1,Z62.2,Z62.3,Z62.4,Z62.5,Z62.6,Z62.8,Z62.9,Z63.8	T74.0; T74.3; Z61.0; Z61.1; Z61.2; Z61.3; Z61.4; Z61.5; Z61.6; Z61.7; Z61.8; Z61.9; Z62.0; Z62.1; Z62.2; Z62.3; Z62.4; Z62.5; Z62.6; Z62.8; Z62.9; Z63.8	Z62.9	Z	1			Tilanteen luokittelu vanhemman ongelmaksi suhteessaan lapseen edellyttää, että potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana. sekä toivoo apua.	1 Oireet ja vaivat		T	kasvatusongelma./lapsen (henkinen) pahoinpitely	ruumiillinen pahoinpitely Z25		Z16	Relationship problem with child	child abuse (emotional)	physical abuse Z25			The diagnosis of problems in the relationship with a child requires the patient's agreement on the existence of the problem and desire for help.	Z16	2
Z18	Lapsen sairastamiseen liittyvä ongelma	Lapsen sairastamiseen liittyvä ongelma	Lapsen sairastamiseen liittyvä ongelma	Illness problem with child	Z63.6	Z63.6	Z63.6	Z	1			Ongelman luokittelu lapsen sairastamiseen liittyväksi edellyttää, että potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T				Z18	Illness problem with child					The diagnosis of problems arising due to a child being ill requires the patient's agreement on the existence of the problem and desire for help.	Z18	2
Z19	Lapsen menetyksestä/kuolemasta aiheutuva ongelma	Lapsen menetyksestä/kuolemasta aiheutuva ongelma	Lapsen menetyksestä/kuolemasta aiheutuva ongelma	Loss/death of child problem	Z63.4	Z63.4	Z63.4	Z	1			Ongelman luokittelu lapsen menetykseen liittyväksi edellyttää, että potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T				Z19	Loss/death of child problem					The diagnosis of problems arising from the loss or death of a child in the family requires the patient's agreement on the existence of the problem and desire for help.	Z19	2
Z20	Ihmissuhdeongelma liittyen vanhemp./perh.jäseneen	Ihmissuhdeongelma liittyen vanhemp./perh.jäseneen	Ihmissuhdeongelma liittyen  vanhempaan/perheenjäseneen	Relationship problem parent/fam memb	T74.0,Z63.1,Z63.8	T74.0; Z63.1; Z63.8	Z63.8	Z	1			Ongelman luokittelu perheen jäseniin liittyväksi edellyttää, että potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T	ongelma vanhempien,aikuisen  sisaruksen,muun perheenjäsenen välisessä suhteessa	parisuhdeongelma Z12./ ongelma suhteessa lapseen Z16./ ystävyyssuhdeongelma Z24		Z20	Relationship problem parent/family member	relationship problem with parent/adult sibling/other family member	relationship problem with partner Z12; relationship problem with child Z16; relationship problem with friend Z24			The diagnosis of problems in the relationship between family members requires the patient's agreement on the existence of the problem and desire for help.	Z20	2
Z21	Vanhemman/perh. jäsenen käytt. liitt. Ongelma	Vanhemman/perh. jäsenen käytt. liitt. Ongelma	Vanhemman/perheenjäsenen käyttäytymiseen liittyvä ongelma	Behaviour problem parent/fam memb	Z63.1,Z63.9	Z63.1; Z63.9	Z63.9	Z	1			Ongelman luokittelu vanhemman tai perheenjäsenen käyttäytymiseen liittyväksi edellyttää, että potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T		lapsen käyttäytymiseen liittyvä ongelma P22./ aikuisen käyttäytymiseen liittyvä ongelma P23./ puolison käyttäytymiseen liittyvä ongelma Z13		Z21	Behaviour problem parent/family member		symptom/complaint behaviour of child P22; symptom/complaint behaviour  adolescent P23; problem with behaviour partner Z13			The diagnosis of problems arising from the behaviour of a family member requires the patient's agreement on the existence of the problem and desire for help.	Z21	2
Z22	Vanhemman/perh.jäsenen sairast. liitt. ongelma	Vanhemman/perh.jäsenen sairast. liitt. ongelma	Vanhemman/perheenjäsenen sairastamiseen liittyvä ongelma	Illness problem parent/family memb	Z63.6,Z63.7	Z63.6; Z63.7	Z63.7	Z	1			Ongelman luokittelu vanhemman tai perheenjäsenen sairastumiseen liittyväksi edellyttää, että potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T		puolison sairastamiseen liittyvä ongelma Z14		Z22	Illness problem parent/family member		problem with partner being ill Z14			The diagnosis of problems arising from the illness of a family member requires the patient's agreement on the existence of the problem and desire for help.	Z22	2
Z23	Vanhemman/perh.jäsenen menetykseen liitt. ongelma	Vanhemman/perh.jäsenen menetykseen liitt. ongelma	Vanhemman/perheenjäsenen menetykseen/kuolemaan liittyvä ongelma	Loss/death parent/fam memb problem	Z63.4	Z63.4	Z63.4	Z	1			Ongelman luokittelu vanhemman tai perheenjäsenen menetykseen liittyväksi edellyttää, että potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T		puolison menetys Z15./ lapsen menetys Z19		Z23	Loss/death of parent/family member problem		loss of partner Z15; loss of child Z19			The diagnosis of problems arising from the loss or death of a family member requires the patient's agreement on the existence of the problem and desire for help.	Z23	2
Z24	Ystäviin liittyvä ihmissuhdeongelma	Ystäviin liittyvä ihmissuhdeongelma	Ystäviin liittyvä ihmissuhdeongelma	Relationship problem friend	Z63.9	Z63.9	Z63.9	Z	1			Ongelman luokittelu ystäviin liittyväksi edellyttää, että potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T		ongelma suhteessa perheenjäseneen Z20		Z24	Relationship problem friend		relationship problem with family member Z20			The diagnosis of problems in the relationship with friends requires the patient's agreement on the existence of the problem and desire for help.	Z24	2
Z25	Väkivaltaan/vahingoll. tapahtumaan liitt. ongelma	Väkivaltaan/vahingoll. tapahtumaan liitt. ongelma	Väkivaltaan/vahingolliseen tapahtumaan liittyvä ongelma	Assault/harmful event problem	T74.1,T74.2,T74.8,T74.9,Z65.4,Z65.5	T74.1; T74.2; T74.8; T74.9; Z65.4; Z65.5	T74.9	Z	1			Sosiaalisen ongelman luokittelu väkivaltaan tai muuhun vastaavaan ikävään tapahtumaan liittyväksi edellyttää, että potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T	ruumiillisen väkivallan./raiskauksen./sukupuolisen  häirinnän tai hyökkäyksen uhrikjsi joutuminen	asianmukaisiin kohtiin koodatut fyysiset ja psyykkiset ongelmat		Z25	Assault/harmful event problem	victim of physical abuse; victim of rape; victim of sexual attack	partner emotional abuse Z12; partner physical abuse Z13; child emotional abuse Z16; psychological problems to be coded in Chapter P ; physical problems to be coded in appropriate rubric(s) in other chapters			The diagnosis of social problems arising from assaults and other harmful events requires the patient's agreement on the existence of the problem and desire for help.	Z25	2
Z27	Huoli/pelko sosiaalisesta ongelmasta	Huoli/pelko sosiaalisesta ongelmasta	Huoli/pelko sosiaalisesta ongelmasta	Fear of a social problem	Z71.1	Z71.1	Z71.1	Z	1				1 Oireet ja vaivat	potilaan huoli/pelko sosiaalisesta ongelmasta ilman ulkopuolisen havaittavissa olevaa ongelmaa	T	huoli/pelko sosiaalisesta ongelmasta	jos potilaalla on sosiaalinen ongelma, koodaa se		Z27	Fear of a social problem	concern about/fear of having a social problem	if the patient has a social problem, code the problem	fear of a social problem in a patient without the problem			Z27	2
Z28	Toiminnanvajaus, sosiaalinen	Toiminnanvajaus, sosiaalinen	Toiminnanvajaus, sosiaalinen	Limited function/disability (Z)	Z73.4,Z73.6	Z73.4; Z73.6	Z73.6	Z	1			Ks. COOP/Wonca-taulukot toimintakyvyn kuvaamisessa (luku 8) kirjassa ICPC-2 Perusterveydenhuollon kansainvälinen luokitus (Kuntaliitto 2010)	1 Oireet ja vaivat	sosiaalisesta ongelmaan liittyvä toiminnanvajaus tai toiminnan rajoittuneisuus, sisältäen eristyneisyyden/yksinasumisen/yksinäisyyden	T				Z28	Limited  function/disability (Z)			limitation of function/disability caused by social problems, including isolation/living alone/loneliness		The COOP/WONCA Charts are suitable for documenting the patient's functional status (see Chapter 8).	Z28	2
Z29	Muu sosiaalinen ongelma, määrittämätön	Muu sosiaalinen ongelma, määrittämätön	Muu sosiaalinen ongelma, määrittämätön	Social problem NOS	Z58.0,Z58.1,Z58.2,Z58.3,Z58.4,Z58.5,Z58.7,Z58.8,Z58.9,Z63.2,Z63.3,Z63.7,Z63.8,Z63.9,Z64.1,Z65.8,Z65.9,Z72.6,Z72.8,Z72.9,Z73.5,Z73.8,Z73.9,Z76.5	Z58.0; Z58.1; Z58.2; Z58.3; Z58.4; Z58.5; Z58.7; Z58.8; Z58.9; Z63.2; Z63.3; Z63.7; Z63.8; Z63.9; Z64.1; Z65.8; Z65.9; Z72.6; Z72.8; Z72.9; Z73.5; Z73.8; Z73.9; Z76.5	Z65.9	Z	1				1 Oireet ja vaivat		T	ympäröivistä olosuhteista johtuvat ongelmat./tekosairas			Z29	Social problem NOS	environmental problems; malingering					Z29	2
Z30	Sosiaaliset ongelmat, Laaja tutkimus/arviointi	Sosiaaliset ongelmat, Laaja tutkimus/arviointi	Sosiaaliset ongelmat, Laaja terveydentilan arviointi/tarkastus	Social Problems, Medical examin/health eval complete				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z30	Social Problems, Medical examination/health evaluation complete	complete examination of one body system or the whole body; complete check-up; well-baby exam; school health care exam for children/youth					Z30	2
Z31	Sosiaaliset ongelmat, Suppea tutkimus/arviointi	Sosiaaliset ongelmat, Suppea tutkimus/arviointi	Sosiaaliset ongelmat, Suppea terveydentilan arviointi/tarkastus	Social Problems, Medical examin/health eval partial				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z31	Social Problems, Medical examination/health evaluation partial	an examination focussed on a specific part of a body system; clinical screening of single health problems, e.g. heart auscultation or blood pressure measurement K31; or body temperature measurement A31					Z31	2
Z32	Sosiaaliset ongelmat, Allergiatutkimus	Sosiaaliset ongelmat, Allergiatutkimus	Sosiaaliset ongelmat, Allergiatutkimus	Social Problems, Sensitivity test				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z32	Social Problems, Sensitivity test	skin prick-test; patch test; Mantoux test; radioallergosorbent test (RAST) test; food challenge; methacholine challenge test	desensitisation -44	tests to detect/exclude allergy	blood test-34		Z32	2
Z33	Sosiaaliset ongelmat, Mikrobiol./immun. koe	Sosiaaliset ongelmat, Mikrobiol./immun. koe	Sosiaaliset ongelmat, Mikrobiologinen/immunologinen koe	Social Problems, Microbiological/immunological test				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z33	Social Problems, Microbiological/immunological test	blood culture; microbiological test of blood; microbiological test of faeces; microbiological test of sputum; microbiological test of throat swab; microbiological test of vaginal swab; antigen or antibody testing e.g. testing for human immunodeficiency virus, human papilloma virus or Hepatitis B; antibody titer	Mantoux test -32; blood group and type -34; semen analysis -38	test relating to bacteria, virus or other micro-organisms	blood test -34; urine test -35; faeces test -36; histological or exfoliative cytology -37;  biopsy of organ/skin -52	Laboratory analyses are classified according to the substrate/substance in which the test is done, whereas microbiological/immunological tests belong to -33 and histological/exfoliative cytology tests to -37.	Z33	2
Z34	Sosiaaliset ongelmat, Veritutkimus	Sosiaaliset ongelmat, Veritutkimus	Sosiaaliset ongelmat, Veritutkimus	Social Problems, Blood test				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z34	Social Problems, Blood test	blood group and type; erythrocyte sedimentation rate (ESR); white blood cell count (WBC); basic metabolic panel; blood hormone level; blood enzyme level; blood drug level; blood alcohol level; C-reactive protein (CRP); prothrombin time (INR); D-dimer; arterial blood gases; calculation of creatinine clearance; blood pregnancy test	radioallergosorbent test (RAST) -32; microbiological/immunological test -33; measurement of creatinine clearance -35; albumin:creatinine ratio -35	a laboratory analysis performed on a blood sample	microbiological/immunological test -33	Laboratory analyses are classified according to the substrate/substance in which the test is done, whereas microbiological/immunological tests belong to -33.	Z34	2
Z35	Sosiaaliset ongelmat, Virtsatutkimus	Sosiaaliset ongelmat, Virtsatutkimus	Sosiaaliset ongelmat, Virtsatutkimus	Social Problems, Urine test				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z35	Social Problems, Urine test	urine strip test; test for drugs in urine; urine pregnancy test; measurement of albumin: creatinine ratio	microscopic examination of urine -37; blood pregnancy test -34; calculation of creatinine clearance -34	a laboratory analysis performed on a urine sample	microbiological/immunological test -33	Laboratory analyses are classified according to the substrate/substance in which the test is done, whereas microbiological/immunological tests belong to -33 and histological/exfoliative cytology tests to -37. 	Z35	2
Z36	Sosiaaliset ongelmat, Ulostetutkimus	Sosiaaliset ongelmat, Ulostetutkimus	Sosiaaliset ongelmat, Ulostetutkimus	Social Problems, Faeces test				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z36	Social Problems, Faeces test	stool ova/cyst/parasites test; test for occult blood	microbiological culture of faeces -33	a laboratory analysis performed on a faeces sample with the exception of microbiological tests		Laboratory analyses are classified according to the substrate/substance in which the test is done, whereas microbiological/immunological tests belong to -33 and histological/exfoliative cytology tests to -37.	Z36	2
Z37	Sosiaaliset ongelmat, Histol./sytol. tutk.	Sosiaaliset ongelmat, Histol./sytol. tutk.	Sosiaaliset ongelmat, Histologinen/sytologinen tutkimus	Social Problems, Histological/exfoliative cytology				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z37	Social Problems, Histological/exfoliative cytology	histological or cytological examination of tissue or fluid retrieved by puncture/biopsy/excision/swabbing/collection; urine cytology; sputum analysis; semen analysis	microbiological test -33; skin scrapings -33	histological or cytological examination of cells collected from the body as a means of detecting cellular changes			Z37	2
Z38	Sosiaaliset ongelmat, Muu lab.tutkimus	Sosiaaliset ongelmat, Muu lab.tutkimus	Sosiaaliset ongelmat, Muu laboratoriotutkimus	Social Problems, Other laboratory test NEC				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z38	Social Problems, Other laboratory test NEC	antenatal chromosome screening; DNA/genetic/chromosome test; paternity test; sweat test; tear drop test; Helicobacter pylori breath test; any other laboratory test not included in the rubrics -32 to -37	exercise tests using imaging -41; electrical tracing -42; Holter monitoring -42				Z38	2
Z39	Sosiaaliset ongelmat, Kliin. toimintakoe	Sosiaaliset ongelmat, Kliin. toimintakoe	Sosiaaliset ongelmat, Kliininen toimintakoe	Social Problems, Physical function test				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z39	Social Problems, Physical function test	tympanometry; audiometry; tonometry; vision test; visual field; colour vision; calorimetric/vestibular function test; spirometry; urinary flowmetry	exercise test using imaging -41; exercise test using electrical tracing -42; Holter monitoring -42; mental function test -43	quantitative test to measure capacity of body functions excluding the mental state 			Z39	2
Z40	Sosiaaliset ongelmat, Diagn. endoskopia	Sosiaaliset ongelmat, Diagn. endoskopia	Sosiaaliset ongelmat, Diagnostinen endoskopia	Social Problems, Diagnostic endoscopy				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z40	Social Problems, Diagnostic endoscopy	rhinoscopy; pharyngoscopy; laryngoscopy; tracheoscopy; bronchoscopy; mediastinoscopy; hysteroscopy; colposcopy; laparoscopy; gastroscopy; colonoscopy; sigmoidoscopy; rectoscopy; anoscopy; arthroscopy	ophtalmoscopy -43; fundoscopy -43; dermoscopy -43	looking inside the body for medical reasons using an endoscope, an instrument used to examine the interior of a hollow organ or cavity of the body			Z40	2
Z41	Sosiaaliset ongelmat, Diagn. Kuvantaminen	Sosiaaliset ongelmat, Diagn. Kuvantaminen	Sosiaaliset ongelmat, Diagnostinen kuvantaminen	Social Problems, Diagnostic radiology/imaging				Z	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				Z41	Social Problems, Diagnostic radiology/imaging	x-ray/ultrasound imaging; computed tomography (CT); nuclear medicine; positron emission tomography (PET); magnetic resonance imaging (MRI); angiography; bone/thyroid/heart scintigraphy; isotope scanning; thermography	radiotherapy -59	taking images of anatomic structures through the use of electromagnetic radiation or sound waves			Z41	2
