code,name_fi,name_en,name_en_source
8485A,"DISTORSIO,DISTENSIO/RUPTURA SYMPHYSEOS OSSIUM PUBIS","Other and ill-defined sprains and strains, Pelvis",ICD9_code_match(parent_match)
8485X,"DISTORSIO, DISTENSIO SEU RUPTURA PELVIS ALIA","Other and ill-defined sprains and strains, Pelvis",ICD9_code_match(parent_match)
8488X,"DISTORSIO, DISTENSIO SEU RUPTURA ALIA DEFINITA","Other and ill-defined sprains and strains, Other specified sites of sprains and strains",ICD9_code_match(unique_parent_match)
8489X,"DISTORSIO, DISTENSIO SEU RUPTURA NUD","Other and ill-defined sprains and strains, Unspecified site of sprain and strain",ICD9_code_match(unique_parent_match)
850,COMMOTIO CEREBRI,Concussion,ICD9_code_match(full_match)
8500A,"COMMOTIO CEREBRI,EI TIETOA TAJUTTOMUUDESTA","Concussion, With no loss of consciousness",ICD9_code_match(parent_match)
8500B,"COMMOTIO CEREBRI,EI TAJUTTOMUUTTA","Concussion, With no loss of consciousness",ICD9_code_match(parent_match)
8500C,"COMMOTIO CEREBRI,ALLE TUNNIN KESTÄNYT TAJUTTOMUUS","Concussion, With no loss of consciousness",ICD9_code_match(parent_match)
8500X,"COMMOTIO CEREBRI,TAJUTTOMUUDEN KESTOSTA EI TIETOA","Concussion, With no loss of consciousness",ICD9_code_match(parent_match)
8501A,"COMMOTIO CEREBRI COMPLIC.,EI TIETOA TAJUTTOMUUDESTA","Concussion, With brief loss of consciousness",ICD9_code_match(parent_match)
8501B,"COMMOTIO CEREBRI COMPLICATA,EI TAJUTTOMUUTTA","Concussion, With brief loss of consciousness",ICD9_code_match(parent_match)
8501C,"COMMOTIO CEREBRI COMPLICATA,<1H KESTÄNYT TAJUTTOMUU","Concussion, With brief loss of consciousness",ICD9_code_match(parent_match)
8501X,"COMMOTIO CEREBRI COMP,TAJUTTOMUUDEN KESTO,EI TIETOA","Concussion, With brief loss of consciousness",ICD9_code_match(parent_match)
851,CONTUSIO SEU LACERATIO CEREBRI,Cerebral laceration and contusion,ICD9_code_match(full_match)
8510A,"CONTUSIO CEREBRI NON COMP,EI TIETOA TAJUTTOMUUDESTA","Cerebral laceration and contusion, Cortex (cerebral) contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8510B,"CONTUSIO CEREBRI NON COMP,EI TAJUTTOMUUTTA","Cerebral laceration and contusion, Cortex (cerebral) contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8510C,"CONTUSIO CEREBRI NON COMP,<1H KESTÄNYT TAJUTTOMUUS","Cerebral laceration and contusion, Cortex (cerebral) contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8510D,"CONTUSIO CEREBRI NON COMP,1-24 H KESTÄNYT TAJUTTOMU","Cerebral laceration and contusion, Cortex (cerebral) contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8510E,"CONTUSIO CEREBRI NON COMP,>24 H KESTÄNYT TAJUTTOMUU","Cerebral laceration and contusion, Cortex (cerebral) contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8510F,"CONTUSIO CEREBRI NON COMP,PYSYVÄ TAJUTTOMUUS","Cerebral laceration and contusion, Cortex (cerebral) contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8510X,"CONTUSIO CEREBRI NON COMP,TAJUTTOM.KESTO,EI TIETOA","Cerebral laceration and contusion, Cortex (cerebral) contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8511A,"CONTUSIO CEREBRI COMPLIC.,EI TIETOA TAJUTTOMUUDESTA","Cerebral laceration and contusion, Cortex (cerebral) contusion with open intracranial wound",ICD9_code_match(parent_match)
8511B,"CONTUSIO CEREBRI COMPLICATA,EI TAJUTTOMUUTTA","Cerebral laceration and contusion, Cortex (cerebral) contusion with open intracranial wound",ICD9_code_match(parent_match)
8511C,"CONTUSIO CEREBRI COMPLICATA,<1H KESTÄNYT TAJUTTOMUU","Cerebral laceration and contusion, Cortex (cerebral) contusion with open intracranial wound",ICD9_code_match(parent_match)
8511D,"CONTUSIO CEREBRI COMPLIC.,1-24 H KESTÄNYT TAJUTTOMU","Cerebral laceration and contusion, Cortex (cerebral) contusion with open intracranial wound",ICD9_code_match(parent_match)
8511E,"CONTUSIO CEREBRI COMPLIC,>24 H KESTÄNYT TAJUTTOMUU","Cerebral laceration and contusion, Cortex (cerebral) contusion with open intracranial wound",ICD9_code_match(parent_match)
8511F,"CONTUSIO CEREBRI COMPLICATA,PYSYVÄ TAJUTTOMUUS","Cerebral laceration and contusion, Cortex (cerebral) contusion with open intracranial wound",ICD9_code_match(parent_match)
8511X,"CONTUSIO CEREBRI COMPLIC.,TAJUTTOM.KESTO,EI TIETOA","Cerebral laceration and contusion, Cortex (cerebral) contusion with open intracranial wound",ICD9_code_match(parent_match)
8512A,"LACERATIO CEREBRI NON COMP,EI TIETOA TAJUTTOMUUDEST","Cerebral laceration and contusion, Cortex (cerebral) laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8512B,"LACERATIO CEREBRI NON COMP,EI TAJUTTOMUUTTA","Cerebral laceration and contusion, Cortex (cerebral) laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8512C,"LACERATIO CEREBRI NON COMP,<1H KESTÄNYT TAJUTTOMUUS","Cerebral laceration and contusion, Cortex (cerebral) laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8512D,"LACERATIO CEREBRI NON COMP,1-24 H KESTÄNYT TAJUTTOM","Cerebral laceration and contusion, Cortex (cerebral) laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8512E,"LACERATIO CEREBRI NON COMP,>24 H KESTÄNYT TAJUTTOMU","Cerebral laceration and contusion, Cortex (cerebral) laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8512F,"LACERATIO CEREBRI NON COMP,PYSYVÄ TAJUTTOMUUS","Cerebral laceration and contusion, Cortex (cerebral) laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8512X,"LACERATIO CEREBRI NON COMP,TAJUTTOM.KESTO,EI TIETOA","Cerebral laceration and contusion, Cortex (cerebral) laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8513A,"LACERATIO CEREBRI COMPLIC.,EI TIETOA TAJUTTOMUUDEST","Cerebral laceration and contusion, Cortex (cerebral) laceration with open intracranial wound",ICD9_code_match(parent_match)
8513B,"LACERATIO CEREBRI COMPLICATA,EI TAJUTTOMUUTTA","Cerebral laceration and contusion, Cortex (cerebral) laceration with open intracranial wound",ICD9_code_match(parent_match)
8513C,"LACERATIO CEREBRI COMPLICATA,<1H KESTÄNYT TAJUTTOMU","Cerebral laceration and contusion, Cortex (cerebral) laceration with open intracranial wound",ICD9_code_match(parent_match)
8513D,"LACERATIO CEREBRI COMPLIC.,1-24 H KESTÄNYT TAJUTTOM","Cerebral laceration and contusion, Cortex (cerebral) laceration with open intracranial wound",ICD9_code_match(parent_match)
8513E,"LACERATIO CEREBRI COMPLIC,>24 H KESTÄNYT TAJUTTOMUU","Cerebral laceration and contusion, Cortex (cerebral) laceration with open intracranial wound",ICD9_code_match(parent_match)
8513F,"LACERATIO CEREBRI COMPLICATA,PYSYVÄ TAJUTTOMUUS","Cerebral laceration and contusion, Cortex (cerebral) laceration with open intracranial wound",ICD9_code_match(parent_match)
8513X,"LACERATIO CEREBRI COMPLIC.,TAJUTTOM.KESTO,EI TIETOA","Cerebral laceration and contusion, Cortex (cerebral) laceration with open intracranial wound",ICD9_code_match(parent_match)
8514A,"CONTUSIO CEREBELLI/TRUNCI CEREBRI,EI TIETOA TAJUTTO","Cerebral laceration and contusion, Cerebellar or brain stem contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8514B,"CONTUSIO CEREBELLI/TRUNCI CEREBRI,EI TAJUTTOMUUTTA","Cerebral laceration and contusion, Cerebellar or brain stem contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8514C,"CONTUSIO CEREBELLI/TRUNCI CEREBRI,TAJUTTOMUUS <1 H","Cerebral laceration and contusion, Cerebellar or brain stem contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8514D,"CONTUSIO CEREBELLI/TRUNCI CEREBRI,TAJUTTOMUUS <VRK","Cerebral laceration and contusion, Cerebellar or brain stem contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8514E,"CONTUSIO CEREBELLI/TRUNCI CEREBRI,TAJUTTOMUUS >VRK","Cerebral laceration and contusion, Cerebellar or brain stem contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8514F,"CONTUSIO CEREBELLI/TRUNCI CEREBRI,PYSYVÄ TAJUTTOMUU","Cerebral laceration and contusion, Cerebellar or brain stem contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8514X,"CONT CEREBELLI/TRUNCI CEREBRI,TAJUTT KESTO EI TIETO","Cerebral laceration and contusion, Cerebellar or brain stem contusion without mention of open intracranial wound",ICD9_code_match(parent_match)
8515A,"CONT CEREBELLI/TRUNCI CEREBRI COMP,EI TIETOA TAJUTT","Cerebral laceration and contusion, Cerebellar or brain stem contusion with open intracranial wound",ICD9_code_match(parent_match)
8515B,"CONT CEREBELLI/TRUNCI CEREBRI COMP,EI TAJUTTOMUUTTA","Cerebral laceration and contusion, Cerebellar or brain stem contusion with open intracranial wound",ICD9_code_match(parent_match)
8515C,"CONT CEREBELLI/TRUNCI CEREBRI COMP,TAJUTTOMUUS <1 H","Cerebral laceration and contusion, Cerebellar or brain stem contusion with open intracranial wound",ICD9_code_match(parent_match)
8515D,"CONT CEREBELLI/TRUNCI CEREBRI COMP,TAJUTTOMUUS <VRK","Cerebral laceration and contusion, Cerebellar or brain stem contusion with open intracranial wound",ICD9_code_match(parent_match)
8515E,"CONT CEREBELLI/TRUNCI CEREBRI COMP,TAJUTTOMUUS >VRK","Cerebral laceration and contusion, Cerebellar or brain stem contusion with open intracranial wound",ICD9_code_match(parent_match)
8515F,"CONT CEREBELLI/TRUNCI CEREBRI COMP,PYSYVÄ TAJUTTOMU","Cerebral laceration and contusion, Cerebellar or brain stem contusion with open intracranial wound",ICD9_code_match(parent_match)
8515X,"CONT CEREBEL/TRUNCI CEREBRI COMP,TAJUT KESTO EI TIE","Cerebral laceration and contusion, Cerebellar or brain stem contusion with open intracranial wound",ICD9_code_match(parent_match)
8516A,"LACERATIO CEREBELL/TRUNCI CEREBRI,EI TIETOA TAJUTTO","Cerebral laceration and contusion, Cerebellar or brain stem laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8516B,"LACERATIO CEREBELL/TRUNCI CEREBRI,EI TAJUTTOMUUTTA","Cerebral laceration and contusion, Cerebellar or brain stem laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8516C,"LACERATIO CEREBELL/TRUNCI CEREBRI,TAJUTTOMUUS <1 H","Cerebral laceration and contusion, Cerebellar or brain stem laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8516D,"LACERATIO CEREBELL/TRUNCI CEREBRI,TAJUTTOMUUS <VRK","Cerebral laceration and contusion, Cerebellar or brain stem laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8516E,"LACERATIO CEREBELL/TRUNCI CEREBRI,TAJUTTOMUUS >VRK","Cerebral laceration and contusion, Cerebellar or brain stem laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8516F,"LACERATIO CEREBELL/TRUNCI CEREBRI,PYSYVÄ TAJUTTOMUU","Cerebral laceration and contusion, Cerebellar or brain stem laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8516X,"LACER CEREBELL/TRUNCI CEREBRI,TAJUTT KESTO EI TIETO","Cerebral laceration and contusion, Cerebellar or brain stem laceration without mention of open intracranial wound",ICD9_code_match(parent_match)
8517A,"LACER CEREBELL/TRUNCI CEREBRI COMP,EI TIETOA TAJUTT","Cerebral laceration and contusion, Cerebellar or brain stem laceration with open intracranial wound",ICD9_code_match(parent_match)
8517B,"LACER CEREBELL/TRUNCI CEREBRI COMP,EI TAJUTTOMUUTTA","Cerebral laceration and contusion, Cerebellar or brain stem laceration with open intracranial wound",ICD9_code_match(parent_match)
8517C,"LACER CEREBELL/TRUNCI CEREBRI COMP,TAJUTTOMUUS <1 H","Cerebral laceration and contusion, Cerebellar or brain stem laceration with open intracranial wound",ICD9_code_match(parent_match)
8517D,"LACER CEREBELL/TRUNCI CEREBRI COMP,TAJUTTOMUUS <VRK","Cerebral laceration and contusion, Cerebellar or brain stem laceration with open intracranial wound",ICD9_code_match(parent_match)
8517E,"LACER CEREBELL/TRUNCI CEREBRI COMP,TAJUTTOMUUS >VRK","Cerebral laceration and contusion, Cerebellar or brain stem laceration with open intracranial wound",ICD9_code_match(parent_match)
8517F,"LACER CEREBELL/TRUNCI CEREBRI COMP,PYSYVÄ TAJUTTOMU","Cerebral laceration and contusion, Cerebellar or brain stem laceration with open intracranial wound",ICD9_code_match(parent_match)
8517X,"LACER CEREBEL/TRUNCI CEREBR COMP,TAJUT KESTO EI TIE","Cerebral laceration and contusion, Cerebellar or brain stem laceration with open intracranial wound",ICD9_code_match(parent_match)
8518A,"CONT/LACER CEREBRI AL/NUD,EI TIETOA TAJUTTOMUUDEST","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound",ICD9_code_match(parent_match)
8518B,"CONTOSIO/LACER CEREBRI ALIA/NUD,EI TAJUTTOMUUTTA","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound",ICD9_code_match(parent_match)
8518C,"CONT/LACER CEREBRI AL/NUD,<1H KESTÄNYT TAJUTTOMUUS","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound",ICD9_code_match(parent_match)
8518D,"CONT/LACER CEREBRI AL/NUD,1-24 H KESTÄNYT TAJUTTOM","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound",ICD9_code_match(parent_match)
8518E,"CONT/LACER CEREBRI AL/NUD,>24 H KESTÄNYT TAJUTTOMU","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound",ICD9_code_match(parent_match)
8518F,"CONTUSIO/LACER CEREBRI ALIA/NUD,PYSYVÄ TAJUTTOMUUS","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound",ICD9_code_match(parent_match)
8518X,"CONT/LACER CEREBRI AL/NUD,TAJUTTOM.KESTO,EI TIETOA","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound",ICD9_code_match(parent_match)
8519A,"CONT/LACER CEREBRI AL/NUD COMPL,EI TIETOA TAJUTTOMU","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, with open intracranial wound",ICD9_code_match(parent_match)
8519B,"CONT/LACER CEREBRI AL/NUD COMPLICATA,EI TAJUTTOMUUT","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, with open intracranial wound",ICD9_code_match(parent_match)
8519C,"CONT/LACER CEREBRI AL/NUD COMPL,<1H KESTÄNYT TAJUTT","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, with open intracranial wound",ICD9_code_match(parent_match)
8519D,"CONT/LACER CEREBRI AL/NUD COMPL,1-24 H TAJUTTOMUUS","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, with open intracranial wound",ICD9_code_match(parent_match)
8519E,"CONT/LACER CEREBRI AL/NUD COMPLIC,>24 H TAJUTTOMUUS","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, with open intracranial wound",ICD9_code_match(parent_match)
8519F,"CONT/LACER CEREBRI AL/NUD COMPL,PYSYVÄ TAJUTTOMUUS","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, with open intracranial wound",ICD9_code_match(parent_match)
8519X,"CONT/LACER CEREBRI AL/NUD COMP,TAJUT KESTO,EI TIETO","Cerebral laceration and contusion, Other and unspecified cerebral laceration and contusion, with open intracranial wound",ICD9_code_match(parent_match)
852,HAEMORRHAGIA SUBARACHNOID/SUBDUR/EPIDURALIS TRAUMAT,"Subarachnoid, subdural and extradural haemorrhage, following injury",ICD9_code_match(full_match)
8520A,"HAEMORRHAGIA SUBARACHN TRAUM,EI TIETOA TAJUTTOMUUD","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury without mention of open intracranial wound",ICD9_code_match(parent_match)
8520B,"HAEMORRHAGIA SUBARACHN TRAUMATICA,EI TAJUTTOMUUTTA","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury without mention of open intracranial wound",ICD9_code_match(parent_match)
8520C,"HAEMORRHAGIA SUBARACHN TRAUM,ALLE TUNNIN TAJUTTOMU","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury without mention of open intracranial wound",ICD9_code_match(parent_match)
8520D,"HAEMORRHAGIA SUBARACHN TRAUM,1-24 TUNTIA TAJUTTOMU","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury without mention of open intracranial wound",ICD9_code_match(parent_match)
8520E,"HAEMORRHAGIA SUBARACHN TRAUM,YLI 24 TUNTIA TAJUTTO","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury without mention of open intracranial wound",ICD9_code_match(parent_match)
8520F,"HAEMORRHAGIA SUBARACHN TRAUM,PYSYVÄ TAJUTTOMUUS","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury without mention of open intracranial wound",ICD9_code_match(parent_match)
8520X,"HAEMORRHAGIA SUBARACHN TRAUM,TAJUTT KESTO EI TIETO","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury without mention of open intracranial wound",ICD9_code_match(parent_match)
8521A,"HAEMORRHAGIA SUBARACHN TR COMPL,EI TIETOA TAJUTTOMU","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury with open intracranial wound",ICD9_code_match(parent_match)
8521B,"HAEMORRHAGIA SUBARACHNO TR COMPL,EI TAJUTTOMUUTTA","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury with open intracranial wound",ICD9_code_match(parent_match)
8521C,"HAEMORRHAGIA SUBARACHNO TR COMPL,ALLE TUNNIN TAJUTT","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury with open intracranial wound",ICD9_code_match(parent_match)
8521D,"HAEMORRHAGIA SUBARACHNO TR COMPL,1-24 TUNTIA TAJUTT","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury with open intracranial wound",ICD9_code_match(parent_match)
8521E,"HAEMORRHAGIA SUBARACHNO TR COMPL,>24 TUNTIA TAJUTTO","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury with open intracranial wound",ICD9_code_match(parent_match)
8521F,"HAEMORRHAGIA SUBARACHNO TR COMPL,PYSYVÄ TAJUTTOMUUS","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury with open intracranial wound",ICD9_code_match(parent_match)
8521X,"HAEMORRHAGIA SUBARACH TR COMPL,TAJUTT KESTO EI TIET","Subarachnoid, subdural and extradural haemorrhage, following injury, Subarachnoid haemorrhage following injury with open intracranial wound",ICD9_code_match(parent_match)
