code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date
OAA32,Laaja terveystarkastus kahdeksannella luokalla,"Extensive health check, school year 8",Omfattande hälsoundersökning i åttonde klass,Translator,2018-01-01,2030-12-31
OAA40,Lasten ja nuorten määräaikainen terveystarkastus,Periodic health check for children and adolescents,Tidsbunden hälsoundersökning av barn och ungdomar,Translator,2018-01-01,2030-12-31
OAA41,Yksilöllisen tarpeen mukainen terveystarkastus,Health check based on individual needs,Överenskommen uppföljning av hälsoundersökning,Translator,2018-01-01,2030-12-31
OAA42,Yksilöllisen tarpeen mukainen laaja terveystarkastus,Extensive health check based on individual needs,Omfattande hälsoundersökning efter individuellt behov,Translator,2018-01-01,2030-12-31
OAA43,Erityisen tuen tarpeen mukainen käynti,Visit consistent with need for special support,Besök efter särskilt behov,Translator,2018-01-01,2030-12-31
OAA44,Oppilaitoksen opiskeluhuoltoryhmän tapaaminen,Meeting of student welfare team at an educational institution,Elevvårdsgruppens möte,Translator,2018-01-01,2030-12-31
OAA45,Opintoympäristön terveydellisten olojen tarkastus,Inspecting health-related conditions at study environment,Granskning av hälsoförhållandena i skol- och studiemiljön,Translator,2018-01-01,2030-12-31
OAA46,Monialaisen asiantuntijaryhmän tapaaminen,Meeting of multidisciplinary expert team,Möte med sektorsövergripande expertgrupp,Translator,2018-01-01,2030-12-31
OAA47,Terveydenhoitajan arvio suun terveydentilasta,Oral health assessment by public health nurse,Hälsovårdarens bedömning av munhälsan,Translator,2018-01-01,2030-12-31
OAA48,Perhevalmennus,Antenatal education,Familjeförberedelse,Translator,2018-01-01,2030-12-31
OAA49,Lastensuojelulain mukainen lapsen terveydentilan tutkiminen,Child health inspection consistent with Child Welfare Act,Undersökning av barnets hälsotillstånd enligt barnskyddslagen,Translator,2018-01-01,2030-12-31
OAA50,"1. opiskeluvuoden terveystarkastus, toinen aste","Health check, study year 1, secondary education","Hälsoundersökning under det första studieåret för studerande i gymnasiet, vid yrkesläroanstalter och andra studerande",Translator,2018-01-01,2030-12-31
OAA51,"2. opiskeluvuoden terveystarkastus, toinen aste","Health check, study year 2, secondary education","Hälsoundersökning under det andra studieåret för studerande i gymnasiet, vid yrkesläroanstalter och andra studerande",Translator,2018-01-01,2030-12-31
OAA52,"1. vuoden terv.tarkastus, erit.tarve, toinen aste","Health check, study year 1, special needs, secondary education",Hälsoundersökning under det första studieåret som på grund av ett särskilt behov genomförs för studerande i gymnasiet eller vid en yrkesläroanstalt,Translator,2018-01-01,2030-12-31
OAA53,Terveyskyselyyn perustuva terveystarkastus,Health check based on health questionnaire,"Hälsoundersökning som utgående från en hälsoenkät görs för studerande vid universitet, yrkeshögskolor osv.",Translator,2018-01-01,2030-12-31
OAA54,"2. asteen opiskelijan tarkastus, yksilöllinen tarve","Student check-up, secondary education, individual needs",Hälsoundersökning på grund av individuellt behov för studerande i gymnasiet eller vid en yrkesläroanstalt,Translator,2018-01-01,2030-12-31
OAA55,"1. opiskeluvuoden terveyskysely, korkea aste","Health questionnaire, study year 1, higher education","Hälsoundersökning under det första studieåret, högre stadiet",Translator,2018-01-01,2030-12-31
OAA56,Opiskeluun soveltumattomuuden arviointi,Assessment of unsuitability for studies,Bedömning av olämplighet för studier,Translator,2018-01-01,2030-12-31
OAA60,Asevelvollisen terveystarkastus,Health check for a person liable for military service,Hälsoundersökning av värnpliktig,Translator,2018-01-01,2030-12-31
OAA61,Opiskelu- ja työelämän ulkopuolella olevien terveystarkastus,"Health check for persons not in education, employment or training",Hälsoundersökning av personer utanför studie- och arbetslivet,Translator,2018-01-01,2030-12-31
OAA62,Työhönsijoitustarkastus,Pre-employment health examination,Anställningsundersökning,Translator,2018-01-01,2030-12-31
OAA63,Terveystarkastus erityistä sairastumisen vaaraa aiheuttavassa työssä,Health check in work with a particular health hazard,Hälsoundersökning i arbete som medför särskild fara för ohälsa,Translator,2018-01-01,2030-12-31
OAA64,Työterveyshuollon alkutarkastus,Occupational health check prior to starting hazardous work,Hälsoundersökning av nyanställda i företagshälsovården,Translator,2018-01-01,2030-12-31
OAA65,Terveystarkastus työkyvyn selvittämiseksi,Health check to assess working capacity,Hälsoundersökning för att utreda arbetsförmågan,Translator,2018-01-01,2030-12-31
OAA66,Työterveyshuollon lopputarkastus,Post-employment health check,Hälsoundersökning av avgående anställda i företagshälsovården,Translator,2018-01-01,2030-12-31
OAA67,Muu terveystarkastus,Other health check,Övrig hälsoundersökning,Translator,2018-01-01,2030-12-31
OAA68,Työttömien terveystarkastus,Health check for unemployed person,Hälsoundersökning av arbetslösa,Translator,2018-01-01,2030-12-31
OAA69,Omaishoitajan hyvinvointi- ja terveystarkastus,Caregiver well-being and health check,Välfärds- och hälsoundersökning av egenvårdare,Translator,2018-01-01,2030-12-31
OAA70,Avioliiton ulkopuolella syntyvän lapsen isyyden tunnustamisen vastaanottaminen äitiysneuvolassa ennen lapsen syntymää. Isyyslaki 16 §,"Receipt of acknowledgement of paternity for a child born outside marriage at maternity clinic before the child’s birth. Paternity Act, § 16",Erkännande av faderskap vid mödrarådgivningen,Translator,2018-01-01,2030-12-31
OAA71,Äitiyden tunnustamisen vastaanottaminen,Receipt of acknowledgement of maternity,Mottagande av moderskapserkännande,Translator,2019-10-01,2030-12-31
OAA80,Työterveyshuollon määräaikaistarkastus,Periodic occupational health check,Återkommande kontroll i företagshälsovård,Translator,2019-01-01,2030-12-31
OAA81,Työhön paluun seurantatarkastus,Follow-up check after returning to work,Uppföljningskontroll vid återgång till arbetet,Translator,2019-01-01,2030-12-31
OAA82,Terveystarkastus työllistymiskyvyn selvittämiseksi,Health check to assess ability to gain employment,Hälsokontroll för utredning av patientens förmåga att kunna sysselsätta sig,Translator,2019-01-01,2030-12-31
OAB,Ohjaus ja neuvonta,Guidance and counselling,Handledning och rådgivning,Translator,2018-01-01,2030-12-31
OAB10,"Terveystarkastuksista (äitiys- ja lastenneuvola, koulu- ja opiskeluterveydenhuolto) poisjäävien tuen tarpeen selvittäminen","Assessment of need for support among persons who skip health checks (maternity clinic, child welfare clinic, school health care, student health care)","Utredning av stödbehov för uteblivna från hälsoundersökningar (moderskaps- och barnrådgivning, skol- och studerandehälsovård)",Translator,2018-01-01,2030-12-31
OAB20,"Työ-, koulu- tai opiskeluyhteisötyö","Operations involving workplace, school or study community","Arbets-, skol- eller studiegemenskapsarbete",Translator,2018-01-01,2030-12-31
OAB21,Työpaikan perusselvitys,Basic workplace survey,Grundläggande arbetsplatsutredning,Translator,2018-01-01,2030-12-31
OAB22,"Työ-, koulu- tai opisk.ymp.altisteiden selvitys","Assessment of exposure in workplace, school or study environment","Utredning i anknytning till exponenter i arbets-, skol- eller studiemiljön",Translator,2018-01-01,2030-12-31
OAB23,"Työ-, koulu- tai opiskelupaikan työ-, koulu- tai opiskeluyhteisöselvitys","Survey of workplace, school or study community at workplace, school or educational institution","Utredning om arbets-, skol- eller studiegemenskapen",Translator,2018-01-01,2030-12-31
OAB24,Lääkinnällisen kuntoutustarpeen arvio työterveyshuollossa,Assessment of medical rehabilitation needs in occupational health care,Bedömning av medicinskt rehabiliteringsbehov i företagshälsovården,Translator,2018-01-01,2030-12-31
OAB25,Työssä selviytymisen tuki,Support for coping at work,Stöd för att klara sig i arbetet,Translator,2018-01-01,2030-12-31
OAB26,Työterveyshuollossa tehtävä terveyssuunnitelma,Health plan compiled in occupational health care,I företagshälsovården uppgjord hälsoplan,Translator,2018-01-01,2030-12-31
OAB27,Työn fyysisen kuormituksen tai ergonomian selvitys,Assessment of physical strain or ergonomics at work,Utredning av arbetets fysiska belastning eller ergonomi,Translator,2019-01-01,2030-12-31
OAB28,Suunnattu työpaikkaselvitys (muu),Targeted workplace survey (other),Riktad arbetsplatsutredning (annan),Translator,2019-01-01,2030-12-31
OAB30,Imetyksen ja rintojen hoidon ohjaus,Breastfeeding and breast care guidance,Instruktioner om amning och skötsel av bröst,Translator,2018-01-01,2030-12-31
OAB31,Kasvuun ja kehitykseen liittyvä neuvonta ja ohjaus,Guidance and counselling related to growth and development,Rådgivning om tillväxt och utveckling,Translator,2018-01-01,2030-12-31
OAB32,Perhetilanteeseen liittyvä neuvonta ja ohjaus,Guidance and counselling related to family situation,Rådgivning och handledning relaterad till familjesituation,Translator,2018-01-01,2030-12-31
OAB33,Parisuhteeseen liittyvä neuvonta ja ohjaus,Guidance and counselling related to couple relationship,Rådgivning och handledning relaterad till parrelation,Translator,2018-01-01,2030-12-31
OAB34,Vanhemman ja lapsen vuorovaikutusta tukeva ohjaus,Guidance to support parent-child interaction,Handledning som stöder växelverkan mellan föräldrar och barn,Translator,2018-01-01,2030-12-31
OAB35,Elinolosuhteisiin liittyvä neuvonta ja ohjaus,Guidance and counselling related to living conditions,Rådgivning och handledning relaterad till levnadsförhållanden,Translator,2018-01-01,2030-12-31
OAB36,Liikuntaan liittyvä neuvonta ja ohjaus,Guidance and counselling related to exercise,Rådgivning om motionering,Translator,2018-01-01,2030-12-31
OAB38,Psykososiaalinen neuvonta ja ohjaus,Psychosocial guidance and counselling,Relations- och mentalvårdsrådgivning,Translator,2018-01-01,2030-12-31
OAB39,Seksuaaliterveysneuvonta,Sexual health guidance,Rådgivning om sexualhälsa,Translator,2018-01-01,2030-12-31
OAB40,Päihteisiin/riskikäyttäytymiseen liittyvä ohjaus,Guidance related to intoxicants/hazardous behaviour,Rådgivning om drog- och tobaksbruk och annat riskbeteende,Translator,2018-01-01,2030-12-31
OAB41,Ikääntymiseen liittyvä neuvonta ja ohjeistus,Guidance and counselling related to ageing,Rådgivning om åldrande,Translator,2018-01-01,2030-12-31
OAB42,Tunnettuun terveysongelmaan liittyvä neuvonta,Guidance related to known health problem,Rådgivning om specificerat hälsoproblem,Translator,2018-01-01,2030-12-31
OAB43,Työterveyshuollon neuvonta ja ohjaus ryhmälle (työolosuhteisiin liittyvä),"Occupational health care guidance and counselling, group setting (related to working conditions)",Företagshälsovårdens rådgivning och handledning för grupp (i anslutning till arbetsförhållandena),Translator,2018-01-01,2030-12-31
OAB44,Yleinen terveysneuvonta,General health guidance,Allmän hälsorådgivning,Translator,2018-01-01,2030-12-31
OAB45,Tapaturmien ehkäisyyn liittyvä ohjaus ja neuvonta,Guidance and counselling related to accident prevention,Rådgivning om skyddsutrustning och annat förebyggande av olycksfall,Translator,2018-01-01,2030-12-31
OAB46,Perinnöllisyysneuvonta,Genetic counselling,Genetisk rådgivning,Translator,2018-01-01,2030-12-31
OAB47,Seulontatoimenpide,Screening procedure,Screeningsåtgärd,Translator,2018-01-01,2030-12-31
OAB50,Hoitotarvikkeiden luovutus ja käytön ohjaus,Delivery of care equipment and instruction on their use,Utdelning av vårdartiklar och deras bruksanvisning,Translator,2019-10-01,2030-12-31
OAB70,Nesteytykseen liittyvä ohjaus,Guidance related to hydration,Patientinstruktioner om rehydrering,Translator,2018-01-01,2030-12-31
OAB71,Oirepäiväkirjan käyttö,Use of symptom diary,Symptomsdagbok,Translator,2018-01-01,2030-12-31
OAB72,Painonhallinta- ja laihdutusohjaus,Weight control and weight loss guidance,Viktkontroll och bantningshandledning,Translator,2018-01-01,2030-12-31
OAB73,Vajaaravitsemuksen ehkäisy ja hoito,Prevention and treatment of malnutrition,Förebyggande och behandling av undernäring,Translator,2018-01-01,2030-12-31
OAB74,Sairauden hoitoon ja kuntoutukseen liittyvä ravitsemusohjaus,Nutritional guidance related to treatment and rehabilitation for medical condition,Näringshandledning vid behandling av sjukdom och rehabilitering,Translator,2018-01-01,2030-12-31
OAB75,Terveyden ylläpitoon liittyvä ravitsemusohjaus,Nutritional guidance related to maintaining health,Näringshandledning vid upprätthållande av hälsa,Translator,2018-01-01,2030-12-31
OAB76,Yleinen ravitsemus- ja elintarvikeneuvonta,General guidance on nutrition and food, Allmän närings- och livsmedelsrådgivning,Translator,2018-01-01,2030-12-31
OAB77,Keskustelu liikuntatottumuksista ja ohjaus liikuntapalveluihin,Discussion on exercise habits and instruction concerning use of sports and fitness services,Samtal om motionsvanorna och handledning till konditionstjänster,Translator,2019-01-01,2030-12-31
OAB78,Prosessinomainen liikuntaelintapaneuvonta ,Guidance process concerning exercise habits and lifestyle ,Motions- och livstilsrådgivning som process,Translator,2019-01-01,2030-12-31
OAB90,Toiminnan suunnittelu työpaikan kanssa,Action planning together with workplace,Verksamhetsplanering i samarbete med arbetsplatsen,Translator,2019-01-01,2030-12-31
OAB91,Toiminnan suunnittelu työterveyshuollon sisäisenä toimintana,Action planning within occupational health care,Verksamhetsplanering som en intern funktion inom företagshälsovården,Translator,2019-01-01,2030-12-31
OAB92,Työterveyshuollon verkostoneuvottelu,Occupational health care network meeting,Företagshälsovårdens nätverksförhandling,Translator,2019-01-01,2030-12-31
OAB93,Työterveysneuvottelu,Occupational health care meeting,Förhandling om arbetshälsan,Translator,2019-01-01,2030-12-31
OAB94,Muu työterveyshuollon neuvottelu,Other occupational health care meeting,Annan förhandling med företagshälsovården,Translator,2019-01-01,2030-12-31
OAB95,Elämäntapoihin kohdistuva toiminta (ei työterveyshuollon Kela-korvattavaa toimintaa),Measures targeting lifestyle (not subject to Social Insurance Institution reimbursement for occupational health care),Verksamhet som gäller livsvanorna (inte företagshälsovård som FPA ersätter),Translator,2019-01-01,2030-12-31
OAB96,Työyhteisöön ja työhyvinvointiin kohdistuva toiminta (ei työterveyshuollon Kela-korvattavaa toimintaa),Measures targeting workplace community and well-being at workplace (not subject to Social Insurance Institution reimbursement for occupational health care),Verksamhet som gäller arbetsplatsen och välbefinnandet i arbetet (inte företagshälsovård som FPA ersätter),Translator,2019-01-01,2030-12-31
OAB97,Johtamiseen ja esimiestyöhön kohdistuvat toiminta (ei työterveyshuollon Kela-korvattavaa toimintaa),Measures targeting management and supervisory duties (not subject to Social Insurance Institution reimbursement for occupational health care),Verksamhet som gäller ledarskap och förmansarbete (inte företagshälsovård som FPA ersätter),Translator,2019-01-01,2030-12-31
OAB98,Työnohjaus (ei työterveyshuollon Kela-korvattavaa toimintaa),Work counselling (not subject to Social Insurance Institution reimbursement for occupational health care),Arbetshandledning (inte företagshälsovård som FPA ersätter),Translator,2019-01-01,2030-12-31
P,Verisuonet ja imusuonijärjestelmät,Peripheral vessels and lymphatic system,Perifera kärl och lymfsystem,THL,1900-01-01,2030-12-31
PA,Aortan kaaresta ja sen haaroista alkavat valtimot,Arteries of aortic arch and branches,Artärer avgående från aortabågen och dess grenar,THL,1900-01-01,2030-12-31
PA_,Aortankaaresta lähtevien valtimoiden diagnostinen radiologia,Diagnostic radiology on arteries of aortic arch and branches,Diagnostisk radiologi på artärer avgående från aortabågen,THL,1900-01-01,2030-12-31
PA1AC,Kaulavaltimoiden varjoainetutkimus,Aortocervical angiongraphy with X-ray,Aortocervikal angiografi,THL,1999-01-01,2030-12-31
PA1AD,Aortan kaaren ja haarojen TT-angio,CT of aortic arch and branches,Angiografi av aortabågen och dess grenar med DT,THL,2003-01-01,2030-12-31
PA1BC,Kaulavaltimoiden laaja varjoainetutkimus,Extensive aortocervical angiongraphy with X-ray (including 1 or 2 selective injections),"Aortocervikal angiografi, omfattande (1-2 selektiva injektioner)",THL,1999-01-01,2030-12-31
PA1BD,Aortan kaaren ja haarojen laaja TT-angiografia,Extensive CT of aortic arch and branches,Omfattande angiografi av aortabågen och dess grenar med DT,THL,2003-01-01,2030-12-31
PA1CC,Kaulavaltimoiden erittäin laaja varjoainetutkimus,Extensive aortocervical angiongraphy with X-ray (including 3 to 4 selective injections),"Aortocervikal angiografi, mycket omfattande (3-4 selektiva injektioner)",THL,1999-01-01,2030-12-31
PA1CD,Aortan kaaren ja haarojen erittäin laaja TT-angiografia,Very extensive CT angiography of aortic arch and branches,Mycket omfattande angiografi av aortabågen och dess grenar med DT,Translator,2010-01-01,2030-12-31
PA2AF,Pään verisuonten suppea magneettitutkimus keskikenttälaitteella,Restrected MRI examination of vessels in the head with median intensity magnet,"Huvudets blodkärl, begränsad MR (under 1,5T)",THL,2003-01-01,2016-12-31
PA2AG,Pään verisuonten suppea magneettitutkimus,Restrected MRI examination of vessels in the head with high intensity magnet,"Huvudets blodkärl, begränsad MR",THL,2003-01-01,2030-12-31
