code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date,freq_finngen,freq_tays,freq_total
QAG30,Pään tai kaulan ihon leikkaushaavan suunniteltu myöhäissulku,Delayed skin closure of surgical wound in head or neck,Planerad sekundärsutur av hud i huvud-halsregionen,THL,1900-01-01,2030-12-31,0,9,0
QAJ,"Ulkonäköä muuttavat, esteettisistä syistä tehtävät pään ja kaulan toimenpiteet",Aesthetic operations on skin of head and neck,Operationer av estetiska skäl i huvud-halsregionen,THL,1900-01-01,2030-12-31,0,0,0
QAJ25,Kasvojen kohotus tähystyksessä,Facelift using video-endoscope,Endoskopisk ansiktslyftning,THL,1900-01-01,2030-12-31,0,0,0
QA0,Pään ja kaulan ihon sädehoito,Radiotherapy of skin of head and neck,Strålbehandling av hud i huvud och hals,THL,1900-01-01,2030-12-31,0,0,0
QA001,Pään ja kaulan ihon paikallinen sädehoito,Local radiotherapy of skin of head and neck,Lokal strålbehandling av hud i huvud-halsregionen,THL,1997-01-01,2030-12-31,0,0,0
QA5S1,Silmien alueen ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in eye area,Fotografering av hud eller subkutan vävnad i ögonområdet,Translator,2017-01-01,2030-12-31,6,0,0
QA6S1,Poskien tai nenän ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in cheeks or nose,Fotografering av hud eller subkutan vävnad på kinder eller näsa,Translator,2017-01-01,2030-12-31,26,0,0
QA8S1,Kaulan alueen ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in neck area,Fotografering av hud eller subkutan vävnad på halsområdet,Translator,2017-01-01,2030-12-31,13,0,0
QA9V1,Pään tai kaulan ihon tai ihonalaiskudoksen videokuvaus,Video recording of skin or subcutaneous tissue in head or neck,Videoavbildning av hud eller subkutan vävnad på huvud eller hals,Translator,2017-01-01,2030-12-31,0,0,0
QB,Vartalon iho ja ihonalaiskudos,Skin and subcutaneous tissue of trunk,Hud och subkutan vävnad på bålen,THL,1900-01-01,2030-12-31,0,0,0
QB_,Vartalon ihon dermatologiset toimenpiteet,Body dermatologic interventions,Kroppens dermatologiska åtgärder,THL,2009-01-01,2030-12-31,0,2,0
QBA,"Vartalon ihon koepalan otot, aukaisut ja paikalliset käsittelyt",Incision or local destruction of lesion of skin of trunk,"Incision, biopsi och destruktion vid hudförändring på bålen",THL,1900-01-01,2030-12-31,22,0,0
QBA30,Vartalon ihomuutoksen elektrokoagulaatio,Electrocoagulation of skin of trunk,Elektrokoagulation av hudförändring på bålen,THL,1900-01-01,2010-12-31,16,0,0
QBA60,Vartalon ihon pinnan kemiallinen käsittely,Chemical treatment of skin of trunk,Kemisk behandling av hud på bålen,THL,2010-01-01,2010-12-31,0,0,0
QBB,Vartalon ihohaavojen ompelut ja siteenvaihdot,Procedures for wounds of skin,Sårbehandling på bålen,THL,1900-01-01,2030-12-31,0,18,0
QBC,Vartalon ihon vierasesineiden poistot,Removal of foreign body from skin of trunk,Avlägsnande av kutan/subkutan främmande kropp från bålen,THL,1900-01-01,2030-12-31,0,0,0
QBD,Vartalon palovammaleikkaukset ja siteenvaihdot,Procedures for burns of trunk,Behandling av brännskador på bålen,THL,1900-01-01,2030-12-31,0,0,0
QBE,Vartalon ihon ja ihonalaiskudoksen paikallisten muutosten poistot ja korjaukset,Excision and repair of lesion of skin of trunk,Excision och rekonstruktion vid kutana/subkutana förändringar på bålen,THL,1900-01-01,2030-12-31,0,0,0
QBG,Vartalon kroonisten haavojen ja avanteiden korjaukset,Operations for chronic ulcers and fistulae of skin of trunk,Operationer för kroniska sår och fistlar på bålen,THL,1900-01-01,2030-12-31,0,0,0
QBJ,Esteettisistä syistä tehtävät vartalon ihon toimenpiteet,Aesthetic operations on skin of trunk,Estetiskt betingade operationer på bålens hud/underhudsvävnader,THL,1900-01-01,2030-12-31,0,0,0
QB0,Vartalon ihon sädehoito,Radiotherapy of skin of trunk,Strålbehandling av hud på bålen,THL,1900-01-01,2030-12-31,0,0,0
QB001,Vartalon ihon paikallinen sädehoito,Local radiotherapy of skin of trunk,Lokal strålbehandling av hud på bålen,THL,1997-01-01,2030-12-31,0,0,0
QB1S1,Vartalon ihon tai ihonalaiskudoksen valokuvaus edestä,Photography of skin or subcutaneous tissue in torso from front,Fotografering av hud eller sukbutan vävnad på bålen framifrån,Translator,2017-01-01,2030-12-31,9,0,0
QB5S1,Selän ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in back,Fotografering av hud eller subkutan vävnad på ryggen,Translator,2017-01-01,2030-12-31,38,0,0
QB6S1,Yläselän ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in upper back,Fotografering av hud eller subkutan vävnad på övre ryggen,Translator,2017-01-01,2030-12-31,0,0,0
QB7S1,Alaselän ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in lower back,Fotografering av hud eller subkutan vävnad på nedre ryggen,Translator,2017-01-01,2030-12-31,0,0,0
QB8S1,Lantion ja pakaroiden alueen ihon tai ihonalaiskudoksen valokuvaus (takaapäin),Photography of skin or subcutaneous tissue in pelvis and buttocks (from behind),Fotografering av hud eller subkutan vävnad på höften eller sätet (bakifrån),Translator,2017-01-01,2030-12-31,17,0,0
QB9S1,Vartalon tarkemmin määrittämätön ihon tai ihonalaiskudoksen valokuvaus,"Photography of skin or subcutaneous tissue in torso, unspecified","Fotografering av hud eller subkutan vävnad på bålen, ospecificerat",Translator,2017-01-01,2030-12-31,599,0,0
QB9V1,Vartalon ihon tai ihonalaiskudoksen videokuvaus,Video recording of skin or subcutaneous tissue in torso,Videoavbildning av hud eller subkutan vävnad på bålen,Translator,2017-01-01,2030-12-31,0,0,0
QC,Yläraajojen iho ja ihonalaiskudos,Skin and subcutaneous tissue in upper extremities,Hud och subkutan vävnad på övre extremitet,Translator,1900-01-01,2030-12-31,0,0,0
QC_,Yläraajan ihon dermatologiset toimenpiteet,Upper limb dermatologic interventions,Övre extemitet dermatologiska åtgärder,THL,2009-01-01,2030-12-31,0,0,0
QCA,"Yläraajojen ihon koepalan otot, aukaisut ja paikalliset käsittelyt",Incision or local destruction of lesion of skin of upper limb,"Incision, biopsi och destruktion vid hudförändring, övre extremiteten",THL,1900-01-01,2030-12-31,16,0,0
QCA30,Yläraajan ihomuutoksen elektrokoagulaatio,Electrocoagulation of skin of upper limb,"Elektrokoagulation av hudförändring, övre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QCA60,Yläraajan ihon pinnan kemiallinen käsittely,Chemical treatment of skin of upper limb,"Kemisk behandling av hud, övre extremiteten",THL,2010-01-01,2010-12-31,0,0,0
QCE50,Yläraajan pinnallisen ihomuutoksen hiominen,Dermabrasion of superficial lesion of skin of upper limb,"Dermabrasion av ytlig hudförändring, övre extremiteten",THL,1999-01-01,2030-12-31,0,2,0
QCB,Yläraajojen ihon haavojen ompelut ja siteenvaihdot,Procedures for wounds of skin of upper limb,"Sårbehandling, övre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QCC,Yläraajojen ihon vierasesineiden poistot,Removal of foreign body from skin and miscellaneous locations,"Avlägsnande av kutan/subkutan främmande kropp, övre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QCD,Yläraajojen palovammaleikkaukset ja siteenvaihdot,Procedures for burns of upper limb,"Behandling av brännskador, övre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QCE,Yläraajojen ihon ja ihonalaiskudoksen muutosten poistot ja korjaukset,Excision and repair of lesion of skin of upper limb,"Excision och rekonstruktion vid kutana/subkutana förändringar, övre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QCE00,Yläraajan ihopoimun tai ylimääräisen ihon poisto,Excision of loose skin or fold of skin from upper limb,"Excision av hudveck eller överflödig hud, övre extremiteten",THL,2005-01-01,2030-12-31,41,0,0
QCE25,Yläraajan palovamma-arven poisto ja korjaus,Excision and repair of scar of upper limb caused by burn,"Excision/revision av ärr efter brännskada, övre extremiteten",THL,1900-01-01,2030-12-31,18,0,0
QCG,Yläraajojen kroonisten haavojen ja avanteiden korjaukset,Operations for chronic ulcers and fistulae of skin of upper limb,"Operationer för kroniska sår och fistlar, övre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QCH,Sormen kynsien toimenpiteet,Operations on finger nails,Operationer på fingernaglarna,THL,1900-01-01,2030-12-31,0,0,0
QCH00,Sormen kynsiaiheen osittainen poisto,Avulsion of finger nail,Avlägsnande av fingernagel,THL,1900-01-01,2030-12-31,47,0,0
QCH10,"Sormen kynnen siirto, mikrokirurginen",Transplantation of nail to finger,Mikrokirurgisk transplantation av fingernagel,THL,1900-01-01,2030-12-31,0,0,0
QCH40,Sormen kynnen puhkaisu,Trephining of finger nail,Punktion av fingernagel,THL,2012-01-01,2030-12-31,0,0,0
QCJ,Esteettisistä syistä tehtävät yläraajojen toimenpiteet,Upper extremity procedures performed for cosmetic reasons,"Operationer av estetiska skäl, övre extremiteten",Translator,1900-01-01,2030-12-31,0,0,0
QCJ99,Muu esteettisistä syistä tehtävä yläraajan ihon leikkaus,Other aesthetic operations on skin of upper limb,Annan estetiskt betingad operation på övre extremitetens hud/underhudsvävnader,THL,1900-01-01,2030-12-31,0,0,0
QC0,Yläraajan ihon sädehoito,Radiotherapy of skin of upper limb,Strålbehandling av övre extremiteten,THL,1900-01-01,2030-12-31,0,0,0
QC001,Yläraajojen ihon paikallinen sädehoito,Local radiotherapy of upper limb,Lokal strålbehandling av hud på övre extremiteten,THL,1997-01-01,2030-12-31,0,0,0
QC1S1,"Olkapään, hartian tai kainalon ihon tai ihonalaiskudoksen valokuvaus",Photography of skin or subcutaneous tissue in shoulder or armpit,"Fotografering av hud eller subkutan vävnad på axel, skuldra eller armhåla",Translator,2017-01-01,2030-12-31,15,0,0
QC2S1,Olkavarren ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in upper arm,Fotografering av hud eller subkutan vävnad på överarm,Translator,2017-01-01,2030-12-31,8,0,0
QC3S1,Kyynärpään tai kyynärtaipeen ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in elbow or antecubital area,Fotografering av hud eller subkutan vävnad på armbåge eller armveck,Translator,2017-01-01,2030-12-31,0,1,0
QC4S1,Kyynärvarren ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in forearm,Fotografering av hud eller subkutan vävnad på underarm,Translator,2017-01-01,2030-12-31,6,0,0
QC5S1,Ranteen ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in wrist,Fotografering av hud eller subkutan vävnad på handled,Translator,2017-01-01,2030-12-31,0,0,0
QC6S1,Käden ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in hand,Fotografering av hud eller subkutan vävnad på handen,Translator,2017-01-01,2030-12-31,168,0,0
QC7S1,Sormien ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in fingers,Fotografering av hud eller subkutan vävnad på fingrar,Translator,2017-01-01,2030-12-31,7,0,0
QC8S1,Sormenkynsien valokuvaus,Photography of fingernails,Fotografering av fingernaglar,Translator,2017-01-01,2030-12-31,0,0,0
QC9S1,Yläraajojen tarkemmin määrittämätön ihon tai ihonalaiskudoksen valokuvaus,"Photography of skin or subcutaneous tissue in upper extremities, unspecified","Fotografering av hud eller subkutan vävnad på övre extremitet, ospecificerat",Translator,2017-01-01,2030-12-31,64,0,0
QC9V1,Yläaraajojen ihon tai ihonalaiskudoksen videokuvaus,Video recording of skin or subcutaneous tissue in upper extremities,Videoavbildning av hud eller subkutan vävnad på övre extremitet,Translator,2017-01-01,2030-12-31,0,0,0
QD,Alaraajojen iho ja ihonalaiskudos,Skin and subcutaneous tissue of lower limb,Hud och subkutan vävnad på nedre extremiteten,THL,1900-01-01,2030-12-31,0,0,0
QD_,Alaraajan ihon dermatologiset toimenpiteet,Lower limb dermatologic interventions,Nedre extemitet dermatologiska åtgärder,THL,2009-01-01,2030-12-31,0,1,0
QDA,"Alaraajojen ihon koepalan otot, aukaisut ja paikalliset käsittelyt",Incision or local destruction of lesion of skin of lower limb,"Incision, biopsi och destruktion vid hudförändring, nedre extremiteten",THL,1900-01-01,2030-12-31,8,0,0
QDA30,Alaraajan ihomuutoksen elektrokoagulaatio,Electrocoagulation of skin of lower limb,"Elektrokoagulation av hudförändring, nedre extremiteten",THL,1900-01-01,2010-12-31,18,0,0
QDA60,Alaraajan ihon pinnan kemiallinen käsittely,Chemical treatment of skin of lower limb,"Kemisk behandling av hud, nedre extremiteten",THL,2010-01-01,2010-12-31,0,0,0
QDE50,Alaraajan pinnallisen ihomuutoksen hiominen,Dermabrasion of superficial lesion of skin of lower limb,"Dermabrasion av ytlig hudfändring, nedre etremiteten",THL,1999-01-01,2030-12-31,11,0,0
QDB,Alaraajojen haavojen ompelut ja siteenvaihdot,Procedures for wounds of skin of lower limb,"Sårbehandling, nedre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QDC,Alaraajojen ihon vierasesineiden poistot,Removal of foreign body from skin of lower limb,"Avlägsnande av kutana/subkutana främmande kroppar, nedre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QDD,Alaraajojen palovammaleikkaukset ja siteenvaihdot,Procedures for burns of lower limb,"Behandling av brännskador, nedre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QDE,Alaraajojen ihon ja ihonalaiskudoksen paikallisten muutosten poistot ja korjaavat leikkaukset,Excision and repair of lesion of skin of lower limb,"Excision och rekonstruktion vid kutana/subkutana förändringar, nedre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QDE25,Alaraajan palovamma-arven poisto ja korjaus,Excision and repair of scar of lower limb caused by burn,"Excision/revision av ärr efter brännskada, nedre extremiteten",THL,1900-01-01,2030-12-31,17,0,0
QDG,Alaraajojen kroonisten haavojen ja avanteiden leikkaukset,Operations for chronic ulcers and fistulae of skin of lower limb,"Operationer för kroniska sår och fistlar, nedre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QDH,Varpaan kynsien toimenpiteet,Operations on toe nails,Operationer på tånaglarna,THL,1900-01-01,2030-12-31,212,0,0
QDH10,"Varpaan kynnen siirto, mikrokirurginen","Transfer of toe nail, microsurgical",Mikrokirurgisk transplantation av tånagel,THL,1900-01-01,2030-12-31,0,0,0
QDH40,Varpaan kynnen puhkaisu,Trephining of toe nail,Punktion av tånagel,THL,2012-01-01,2030-12-31,0,0,0
QDJ,Esteettisistä syistä tehtävät alaraajojen toimenpiteet,Aesthetic operations on skin of lower extremity,"Estetiskt betingade operationer, nedre extremiteten",THL,1900-01-01,2030-12-31,0,0,0
QDJ99,Muu esteettisistä syistä tehtävä alaraajan ihon leikkaus,Other aesthetic operations on skin of lower extremity,"Annan operation av estetiska orsaker, nedre extremiteten",THL,1900-01-01,2030-12-31,0,1,0
QD0,Alaraajojen ihon sädehoito,Radikotherapy of skin of lower limb,Strålbehandling av hud på necre extremiteten,THL,1900-01-01,2030-12-31,0,0,0
QD001,Alaraajojen ihon paikallinen sädehoito,Locar radiotherapy of lower limb,Lokal strålbehandling av hud på nedre extemiteten,THL,1997-01-01,2030-12-31,0,0,0
QD1S1,Lonkan ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in hip,Fotografering av hud eller subkutan vävnad på höften,Translator,2017-01-01,2030-12-31,0,0,0
QD2S1,Reiden ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in thigh,Fotografering av hud eller subkutan vävnad på lår,Translator,2017-01-01,2030-12-31,32,0,0
QD3S1,Polven ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in knee,Fotografering av hud eller subkutan vävnad på knä,Translator,2017-01-01,2030-12-31,7,0,0
QD5S1,Nilkan ihon tai ihonalaiskudoksen valokuvaus,Photography of skin or subcutaneous tissue in ankle,Fotografering av hud eller subkutan vävnad på vrist,Translator,2017-01-01,2030-12-31,17,0,0
QD8S1,Varpaankynsien valokuvaus,Photography of toenails,Fotografering av tånaglar,Translator,2017-01-01,2030-12-31,0,0,0
QD9S1,Alaraajan tarkemmin määrittämätön ihon tai ihonalaiskudoksen valokuvaus,"Photography of skin or subcutaneous tissue in lower extremities, unspecified","Fotografering av hud eller subkutan vävnad på nedre extremitet, ospecificerat",Translator,2017-01-01,2030-12-31,669,0,0
QD9V1,Alaraajojen ihon tai ihonalaiskudoksen video,Video recording of skin or subcutaneous tissue in lower extremities,Videoavbildning av hud eller subkutan vävnad på nedre extremitet,Translator,2017-01-01,2030-12-31,0,0,0
QW,Ihon ja ihonalaiskudoksen leikkausten haavakomplikaatioleikkaukset,Reoperations on skin,Operationer för komplikationer av hudkirurgi,THL,1900-01-01,2030-12-31,0,0,0
QX,Määrittelemättömän alueen iho ja ihonalaiskudos,Skin and subcutaneus tissue of unspecified region,Hud och subkutan vävnad utan specifikation av kroppsdel,THL,1900-01-01,2030-12-31,0,0,0
QX_,Ihon ja ihonalaiskudoksen diagnostinen radiologia,Diagnostic radiology of skin and subcutaneous tissue,Diagnostisk radiologi av hud och subkutan vävnad,THL,1900-01-01,2030-12-31,0,0,0
QX2AQ,Pehmytkudoskasvaimen SPET ja matala-annos-TT,SPECT and low-dose CT of soft tissue neoplasm,Mjukdelstumör SPET med låg-dos DT,Translator,2010-01-01,2030-12-31,0,0,0
QX2SN,Muun pehmytkudoskasvaimen SPET,Other soft tissue tumour SPECT,Annan mjukdelstumör SPET,THL,2009-01-01,2030-12-31,0,0,0
QX2XA,Pehmytosan muu röntgentutkimus,X-ray examination of soft tissue not elsewhere classified,Övrig mjukdelsröntgen,THL,1999-01-01,2030-12-31,0,246,0
QX3CT,Pehmytosan lankamerkkaus TT-ohjauksessa,Wire localisation of soft tissue under CT guidance,"Mjukdels trådmarkeiring, DT-styrd",Translator,2010-01-01,2030-12-31,0,0,0
QX3YT,Pehmytosan lankamerkkaus UÄ-ohjauksessa,Wire localisation of soft tissue under ultrasound guidance,"Mjukdels trådmarkeiring, UL-styrd",Translator,2010-01-01,2030-12-31,0,3,0
QXA,"Ihon koepalan otot, aukaisut ja paikalliset käsittelyt, paikkaa ei määritelty","Incision or local destruction of skin, site unspecified","Incision, biopsi och destruktion vid hudförändring i ospecificerad region",THL,2004-01-01,2030-12-31,9,0,0
