Code,n_codes,freq_finngen_per,Finnish,English
98820,11,0.00253%,"Vahingollisten ravintoaineiden myrkkyvaikutus, Muut ravintoaineina käytetyt kasvit","Toxic effect of noxious foodstuffs, Other plants used as food"
99840,11,0.00253%,"Muut kirurgisiin toimenpiteisiin liittyvät komplikaatiot, Leikkaushaavan erehdyksessä jäänyt vieras esine","Other complications of surgical procedures, Foreign body inadvertently left in operation wound"
E8909,11,0.00253%,"Tulipalo yksityisessä rakennuksessa. Sisältää vahingoittumisen täysihoitolassa tai leirintäalueella tapahtuneessa tulipalossa, hypättäessä tai pudottaessa palavasta rakennuksesta, vahingoittumisen palavasta, yksityisrakennuksesta putoavan esineen iskusta tai loukkaantumisen palavan yksityisasunnon sortuessa",Accident caused by conflagration in private dwelling
E8989,11,0.00253%,"Muun määritellyn tulen aiheuttama tapaturma. Sisältää öljulampun, hitsausliekin, palavien vuodevaatteiden, tupakan, tupakansytyttimen ja tulitikun aiheuttamat palovahingot. Ei sisällä kuumien, liekittömien esineiden (E 924,9) aiheuttamia palovahinkoja eikä mainitun kaltaisten esineiden aiheuttamista tulipaloista koituvia vahinkoja (E 890,0 - 894,9)",Accident caused by other specified fires or flames
E9218,11,0.00253%,"Paineastian aiheuttama räjähdys, Muu paineastia. Sisältää painekeittimen.","Accident caused by explosion of pressure vessel, Other"
E9238,11,0.00253%,"Räjähdysaineen aiheuttama vamma, Muuräjähtävä aine (esine). Sisältää pommin, räjähtävän ammuksen, miinan, torpedon ja räjähdyksen ampumatarviketehtaassa tai -varastossa. Ei sisällä sotatoimien yhteydessä tapahtuvia tapaturmia (E 990 - E 999)","Accident caused by explosive material, Other"
05407,10,0.00230%,"Ihorokahtuma (yskänrokahtuma), Suspectus","Herpes simplex, Suspectus"
13099,10,0.00230%,"Toxoplasmoosi, NUD","Toxoplasmosis, Unspecified"
19101,10,0.00230%,"Pahanlaatuinen aivokasvain, Lobi temporalis","Malignant neoplasm of brain, Lobi temporalis"
19107,10,0.00230%,"Pahanlaatuinen aivokasvain, Cerebelli","Malignant neoplasm of brain, Cerebelli"
21301,10,0.00230%,"Luun ja ruston hyvänlaatuinen kasvain, Columnae vertebralis (sacro et coccyge exclusis)","Benign neoplasm of bone and cartilage, Columnae vertebralis (sacro et coccyge exclusis)"
22405,10,0.00230%,"Hyvänlaatuinen silmäkasvain, Orbitae","Benign neoplasm of eye, Orbitae"
23000,10,0.00230%,"Ruuansulatuselinten epätarkasti määritellyt kasvaimet, Oesophagi","Neoplasm of unspecified nature of digestive organs, Oesophagus"
23229,10,0.00230%,"Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Cutis NUD","Neoplasm of unspecified nature of skin and musculoskeletal system, Cutis NUD"
23730,10,0.00230%,"Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Renis (pelve excepta)","Neoplasm of unspecified nature of other genito-urinary organs, Kidney, except pelvis"
25003,10,0.00230%,"Sokeritauti, Complicatio oculi alia sive NUD","Diabetes mellitus, Complicatio oculi alia sive NUD"
25508,10,0.00230%,"Lisämunuaisen taudit, Hyperfunctio adrenocorticalis alia","Diseases of adrenal glands, Hyperfunctio adrenocorticalis alia"
27399,10,0.00230%,"Muut ja tarkemmin määrittelemättömät aineenvaihduntahäiriöt, NUD","Other and unspecified congenital disorders of metabolism, Unspecified"
28698,10,0.00230%,"Hyytymistaudit, Aliae definitae","Coagulation defects, Other"
29130,10,0.00230%,"Alkoholipsykoosi, Paranoia alcoholica","Alcoholic psychosis, Alcoholic paranoia"
30500,10,0.00230%,"Psykosomaattiset sairaudet, Cutanei","Physical disorders of presumably psychogenic origin, Skin"
32200,10,0.00230%,"Kallonsisäinen ja selkärangasisäinen märkäpesäke, Intracerebralis","Intracranial and intraspinal abscess, Intracerebralis"
33030,10,0.00230%,"Perinnölliset hermolihassairaudet, Dystrophia musculorum progressiva","Hereditary neuromuscular disorders, Progressive muscular dystrophy"
34531,10,0.00230%,"Kaatumatauti, Patrialis (focalis) Jackson","Epilepsy, Patrialis (focalis) Jackson"
36803,10,0.00230%,"Kyynelrauhasten ja- tichyiden sairaudet, Dacryocystitis acuta, phlegmonosa","Inflammation of lachrymal glands and ducts, Dacryocystitis acuta, phlegmonosa"
37400,10,0.00230%,"Harmaa kaihi, Infantilis, juvenilis","Cataract, Infantilis, juvenilis"
37861,10,0.00230%,"Muut silmätaudit, Phthisis et degeneratio bulbi","Other diseases of eye, Phthisis et degeneratio bulbi"
39604,10,0.00230%,"Hiippa- ja aortaläppien muutokset, Non operata","Diseases of mitral and aortic valves, Non operata"
40020,10,0.00230%,"Pahanlaatuinen verenpainetauti, Laesione cerebrovascularis indicata","Malignant hypertension, With cerebrovascular involvement"
43800,10,0.00230%,"Muut ja epätarkasti määritellyt aivojen verisuonitaudit, Cum hypertonia","Other and ill-defined cerebrovascular disease, With hypertension (benign)"
50804,10,0.00230%,"Muut taudit ylemmissä hengitysteissä, Oedema laryngis, glottidis","Other diseases of upper respiratory tract, Oedema laryngis, glottidis"
51110,10,0.00230%,"Keuhkopussintulehdus, Exsudativa bacterica","Pleurisy, With effusion, with mention of a bacterial cause other than tuberculosis"
52240,10,0.00230%,"Hammasytimen ja hampaanjuuren kärkeä ympäröivien kudosten taudit, Hampaanjuuren päätä ympäröivä juurikalvontulehdus","Diseases of pulp and periapical tissues, Acute apical periodontitis"
52999,10,0.00230%,"Kielen sairaudet ja muut suun häiriöt, NUD","Diseases of the tongue and other oral conditions, Other and unspecified"
53500,10,0.00230%,"Mahakatarri ja pohjukaissuolentulehdus, Gastritis phlegmonosa","Gastritis and duodenitis, Gastritis phlegmonosa"
53698,10,0.00230%,"Mahalaukun toiminnallinen häiriö, Alia definita","Disorders of function of stomach, Alia definita"
54300,10,0.00230%,"Muut umpilisäkkeen sairaudet, Mucocele appendicis","Other diseases of appendix, Mucocele appendicis"
56702,10,0.00230%,"Vatsakalvontulehdus, Abscessus retroperitonealis","Peritonitis, Abscessus retroperitonealis"
57502,10,0.00230%,"Sappirakontulehdus ja sappitiehyttulehdus, sappikivistä ei ole tietoa, Empyema vesicae fellae","Cholecystitis and cholangitis, without mention of calculus, Empyema vesicae fellae"
57607,10,0.00230%,"Muut sappiteiden taudit, Occlusio NUD viarum biliferarum","Other diseases of gallbladder and biliary, Occlusio NUD viarum biliferarum"
59601,10,0.00230%,"Muut virtsarakon taudit, Atonia vesicae urinariae","Other diseases of bladder, Atonia vesicae urinariae"
62971,10,0.00230%,"Muut naisen sukuelimissä esiintyvät taudit, Atresia hymenis","Other diseases of female genital organs, Atresia hymenis"
62972,10,0.00230%,"Muut naisen sukuelimissä esiintyvät taudit, Strictura (stenosis) vaginae","Other diseases of female genital organs, Strictura (stenosis) vaginae"
63003,10,0.00230%,"Raskauden aikaiset sukuelinten infektiot, Vulvovaginitis","Infections of genital tract during pregnancy, Vulvovaginitis"
64299,10,0.00230%,"Muut raskauden keskeytykset, Sepsi sive haemorrhagia sive laceratione non indicata","Abortion induced for other reasons, Without mention of sepsis, haemorrhage or laceration"
65407,10,0.00230%,Monisynnytyksen kaikki tarjonnat,"Multiple pregnancy, all presentations"
65588,10,0.00230%,Muu tai epätarkasti määritelty tarjonta,Other or imprecisely defined presentation
65712,10,0.00230%,Avoin kasvotarjonta,"Face presentation, posterior position"
66181,10,0.00230%,"Pää, edellä, kasvo- tai otsatarjonta",Face and brow presentation
67002,10,0.00230%,"Lapsivuodekuume, Salpingo-oophoritis","Sepsis of childbirth and the puerperium, Salpingo-oophoritis"
67700,10,0.00230%,"Muu tai tarkemmin määrittelemätön lapsivuoteisen lisätauti, Mors subita o causa ignota, intra sive post partum","Other and unspecified complications of the puerperium, Sudden death from unknowm cause in the puerperium"
68080,10,0.00230%,"Paise ja ajospahka, Useassa paikassa sijaitseva","Boil and carbuncle, Loco multiplici"
68109,10,0.00230%,"Sormien ja varpaiden sidekudostulehdus (ajotulehdus), NUD","Cellulitis of finger and toe, Unspecified"
68400,10,0.00230%,"Märkärupi, Impetigo (bullosa, circinata, simplex), Pemphigus neonatorum","Impetigo, Pemphigus neonatorum"
74328,10,0.00230%,"Hermoston muut synnynnäiset epämuodostumat, Maleformationes cerebri aliae","Other congenital anomalies of nervous system, Maleformationes cerebri aliae"
74840,10,0.00230%,"Hengityselinten synnynnäiset epämuodostumat, Pulmo cysticus","Congenital anomalies of respiratory system, Congenital cystic lung"
74860,10,0.00230%,"Hengityselinten synnynnäiset epämuodostumat, Hypoplasia pulmonis","Congenital anomalies of respiratory system, Hypoplasia pulmonis"
75399,10,0.00230%,"Virtsaelinten synnynnäiset epämuodostumat, NUD","Congenital anomalies of urinary system, Unspecified anomalies of urinary system"
75631,10,0.00230%,"Luuston ja lihaksiston muut synnynnäiset epämuodostumat, Pectus carinatum","Other congenital anomalies of musculoskeletal system, Pectus carinatum"
77898,10,0.00230%,"Muut sikiön tai vastasyntyneen sairaudet, Alii morbi neonatorum","Other conditions of foetus or newborn, Alii morbi neonatorum"
78119,10,0.00230%,"Muut hermoston ja eräiden aistinelinten oireet, Symptoma oculomotorium aliud sive NUD","Other symptoms referable to nervous system and special senses, Symptoma oculomotorium aliud sive NUD"
78360,10,0.00230%,"Hengityselinten oireet, Stridor","Symptoms referable to respiratory system, Stridor"
78819,10,0.00230%,"Muita yleisiä oireita, Hyperhidrosis alia sive NUD","Other general symptoms, Hyperhidrosis alia sive NUD"
80542,10,0.00230%,"Selkärangan murtuma ilman selkäytimen vahingoittumista tai tarkemmin määrittelemätön selkärangan murtuma, Sacralis sive coccygis, Non complicata (sive NUD)","Fracture and fracture dislocation of vertebral column without mention of spinal cord lesion, Sacrum and coccyx, closed"
80890,10,0.00230%,"Lantion murtuma, Jälkivaivat","Fracture of pelvis, Late effect"
81010,10,0.00230%,"Solisluun murtuma, Komplisoitunut","Fracture of clavicle, Open"
82091,10,0.00230%,"Reisiluun ylemmän osan murtuma, Pertrochanterica, Sequelae","Fracture of neck of femur, Pertrochanterica, Sequelae"
87003,10,0.00230%,"Silmän ja silmän seudun haava, NUD, Non complicata (sive NUD)","Open wound of eye and orbit, NUD, Non complicata (sive NUD)"
87012,10,0.00230%,"Silmän ja silmän seudun haava, Oculi, perforatione non indicata, Complicata","Open wound of eye and orbit, Oculi, perforatione non indicata, Complicata"
87321,10,0.00230%,"Muu tai tarkemmin määrittelemätön haava päässä, Vulnus nasi, Non complicata (sive NUD)","Other and unspecified laceration of head, Nose without mention of complication"
87390,10,0.00230%,"Muu tai tarkemmin määrittelemätön haava päässä, Vulnus capitis partis superioris, Sequelae","Other and unspecified laceration of head, Vulnus capitis partis superioris, Sequelae"
89390,10,0.00230%,"Haava varpassa, Jälkivaivat","Open wound of toe(s), Late effect"
96099,10,0.00230%,"Antibiootit, Ei tietoa","Adverse effect of antibiotics, Other antibiotics"
97700,10,0.00230%,"Muut ja tarkemmin määrittelemättömät aineet, Muihin ryhmiin kuulumattomat ulkoisesti käytettävät aineet","Adverse effect of other and unspecified drugs, External medicaments, not elsewhere classified"
97880,10,0.00230%,"Kahden tai useamman lääkeaineen kombinatio, Barbituraatit kombinoituna muiden vaikuttavien aineiden kuin yllä mainitujen kanssa",NA
99110,10,0.00230%,"Alhaisen lämpötilan vaikutus, Paleltumavamma kädessä","Effects of reduced temperature and excessive dampness, Frostbite of hand"
99700,10,0.00230%,"Kirurgisiin toimenpiteisiin liittyvät tietyt komplikaatiot, Lumbaali- tai spinaalipunktion vastareaktiot","Complications peculiar to certain surgical procedures, Reaction to lumbar or spinal puncture"
99890,10,0.00230%,"Muut kirurgisiin toimenpiteisiin liittyvät komplikaatiot, Leikkauksen jälkeinen hermohalvaus",NA
E9459,10,0.00230%,Luonnon ja ympäristön aiheuttamien tapaturmien jälkiseuraus. Sisältää kohtien E 900.0 - E 909.9 mukaan luokiteltujen tapaturmien jälkiseuraukset,Late effect of accident due to natural and environmental factors
E9689,10,0.00230%,"Muulla tarkemmin määrittelemättömällä tavalla tehty murha jne. Sisältää lapsen hylkäämisen surmaamisen tai vahingoittamisen tarkoituksessa, puremisen, rikollisen laiminlyönnin (heitteile jätön), tylpällä esineellä iskemisen, lapsen vahingoittamisen rikollisella abortilla",Assault by other and unspecified means
00307,9,0.00207%,"Muut salmonellataudit, Elintarvikkeista, Salmonellosis alia, Causa alimentaria suspecta","Other Salmonella infections, With food as vehicle of infection, Causa alimentaria suspecta"
01701,9,0.00207%,"Muiden elinten tuberkuloosi, Erythema induratum tuberculosum","Tuberculosis of other organs, Erythema induratum tuberculosum"
03300,9,0.00207%,"Hinkuyskä, Causa bacilli pertussis","Whooping cough, Bordetalla Pertussis"
03610,9,0.00207%,"Tarttuva aivokalvontulehdus (meningokkokien aiheuttama), Meningococcaemia acuta sive non definita","Meningococcal infection, Meningococcaemia acuta sive non definita"
05307,9,0.00207%,"Vyöruusu, Suspectus","Herpes zoster, Suspectus"
06099,9,0.00207%,"Keltakuume, NUD","Yellow fever, Unspecified"
09120,9,0.00207%,"Aikainen oireellinen kuppa, Secundaria cutanea sive mucosa","Early syphilis, symptomatic, Secondary syphilis of skin and mucous membranes"
11199,9,0.00207%,"Sienitaudit ihossa, muut tai tarkemmin määrittelemättömät, Dermatomycosis NUD","Dermatomycosis, other and unspecified, Unspecified"
14201,9,0.00207%,"Sylkirauhasen pahanlaatuinen kasvain, Glandulae parotidis","Malignant neoplasm of salivary gland, Parotid gland"
19109,9,0.00207%,"Pahanlaatuinen aivokasvain, NUD","Malignant neoplasm of brain, Unspecified"
21030,9,0.00207%,"Suuontelon ja nielun hyvänlaatuiset kasvaimet, Baseos oris","Benign neoplasm of buccal cavity and pharynx, Floor of mouth"
21070,9,0.00207%,"Suuontelon ja nielun hyvänlaatuiset kasvaimet, Nasopharyngis","Benign neoplasm of buccal cavity and pharynx, Nasopharynx"
21121,9,0.00207%,"Ruuansulatuselimistön muiden osien hyvänlaatuinen kasvain, Duodeni","Benign neoplasm of other parts of digestive system, Duodeni"
23030,9,0.00207%,"Ruuansulatuselinten epätarkasti määritellyt kasvaimet, Caeci, appendicis, coli ascendentis","Neoplasm of unspecified nature of digestive organs, Caeci, appendicis, coli ascendentis"
23203,9,0.00207%,"Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Ossium et cartilaginum costae, sterni, claviculae","Neoplasm of unspecified nature of skin and musculoskeletal system, Ossium et cartilaginum costae, sterni, claviculae"
23210,9,0.00207%,"Ihon, lihasten, sidekudoksen, luuston tai ruston tarkemmin määrittelemätön kasvain, Neoplasma non definitum cutis, musculorum, telae conjunctivae, ossium, cartilaginum, Musculorum (telae conjuctivae) capitis (facie inclusa) et colli","Neoplasm of unspecified nature of skin and musculoskeletal system, Musculorum (telae conjuctivae) capitis (facie inclusa) et colli"
23721,9,0.00207%,"Muiden virtsa- ja sukuelinten tarkemmin määrittelemätön kasvain, Muissa miehen sukuelimissä","Neoplasm of unspecified nature of other genito-urinary organs, Genitalium viri, loco alio definito"
24399,9,0.00207%,Synnynnäinen kilpirauhaskääpiökasvu,Cretinism of congenital origin
28711,9,0.00207%,"Punatäplätauti sekä muut tilat, joissa verenvuototaipumusta, Thrombocytopenia symptomatica","Purpura and other haemorrhagic conditions, Thrombocytopenia symptomatica"
30200,9,0.00207%,"Seksuuaaliset poikkeavuudet, Homosexualitas","Sexual deviation, Homosexuality"
30470,9,0.00207%,"Huumausainehimo, lääkeaineiden väärinkäyttö, Hallucinogenes","Drug dependence, Hallucinogenics"
34601,9,0.00207%,"Migreeni, Morbus Harris-Horton","Migraine, Morbus Harris-Horton"
35601,9,0.00207%,"Muut aivohermojen sairaudet, Nervi trigemini","Other diseases of cranial nerves, Nervi trigemini"
36394,9,0.00207%,"Sarveiskalvontulehdus, Profunda non-syphilitica sive herpetica","Keratitis, Profunda non-syphilitica sive herpetica"
37513,9,0.00207%,"Viherkaihi, Chronicum pigmentosum","Glaucoma, Chronicum pigmentosum"
37820,9,0.00207%,"Muut silmätaudit, Cysta conjunctivae","Other diseases of eye, Cysta conjunctivae"
38300,9,0.00207%,"Kartiolisäkkeentulehdus ilman välikorvan tulehduksen oireita, Acuta","Mastoiditis without mention of otitis media, Acute"
